Rank,Player,High School,Position,Height / Weight,Rating,Team
49,Matt Jones,"Matt JonesDeSoto (DeSoto, TX)",SG,6-4 / 175,95,Duke
50,Deonte Burton,"Deonte BurtonBrewster Academy (Wolfeboro, NH)",SF,6-5 / 230,95,Marquette
51,Rysheed Jordan,"Rysheed JordanRoberts Vaux (Philadelphia, PA)",PG,6-2 / 175,95,St. John's
52,Frank Mason,"Frank MasonMassanutten Military Academy (Woodstock, VA)",PG,5-11 / 180,95,Kansas
53,Devin Williams,"Devin WilliamsWithrow (Montverde, FL)",PF,6-9 / 225,95,West Virginia
54,Nick King,"Nick KingEast (Memphis, TN)",SF,6-7 / 220,95,Memphis
55,Anton Gill,"Anton GillHargrave Military Academy (HS) (Raleigh, NC)",SG,6-3 / 185,95,Louisville
56,Kennedy Meeks,"Kennedy MeeksWest Charlotte (Charlotte, NC)",C,6-9 / 275,95,North Carolina
57,Ishmail Wainright,"Ishmail WainrightMontrose Christian School (Kansas City, MO)",SF,6-5 / 225,95,Baylor
58,Derek Willis,"Derek WillisBullitt East (Mount Washington, KY)",SF,6-9 / 200,95,Kentucky
59,Kendrick Nunn,"Kendrick NunnSimeon (Chicago, IL)",SG,6-3 / 175,95,Illinois
60,John Egbunu,"John EgbunuEagles Landing (McDonough, GA)",C,7-0 / 220,95,USF
61,Damian Jones,"Damian JonesScotlandville Magnet (Baton Rouge, LA)",PF,6-9 / 220,95,Vanderbilt
62,Devon Hall,"Devon HallCape Henry Collegiate School (Virginia Beach, VA)",PG,6-5 / 205,95,Virginia
63,Xavier Rathan-Mayes,"Xavier Rathan-MayesHuntington Prep (Huntington, WV)",SG,6-2 / 175,95,Florida State
64,Bronson Koenig,"Bronson KoenigAquinas (La Crosse, WI)",PG,6-3 / 185,94,Wisconsin
65,Derrick Walton,"Derrick WaltonChandler Park Academy (Harper Woods, MI)",PG,6-0 / 170,94,Michigan
66,Duane Wilson,"Duane WilsonDominican (Milwaukee, WI)",PG,6-3 / 175,94,Marquette
67,Matt Thomas,"Matt ThomasOnalaska (Onalaska, WI)",SG,6-4 / 170,94,Iowa State
68,Stanford Robinson,"Stanford RobinsonFindlay Prep (Fairfax, VA)",SG,6-4 / 185,94,Indiana
69,Markel Crawford,"Markel CrawfordMelrose (Memphis, TN)",SG,6-4 / 180,94,Memphis
70,Nick Emery,"Nick EmeryLone Peak (American Fork, UT)",PG,6-1 / 180,94,Brigham Young
71,Derrick Griffin,"Derrick GriffinTerry (Rosenberg, TX)",PF,6-7 / 210,94,Miami
72,Dominic Woodson,"Dominic WoodsonHuntington Prep (Round Rock, TX)",PF,6-9 / 290,94,Memphis
73,Nate Britt,"Nate BrittGonzaga  (Washington, DC)",PG,6-2 / 165,94,North Carolina
74,Marc Loving,"Marc LovingSt. John's Jesuit (Toledo, OH)",SF,6-7 / 185,94,Ohio State
75,Jimmie Taylor,"Jimmie TaylorGreensboro East (Greensboro, AL)",C,6-9.25 / 225,94,Alabama
76,Kendall Stephens,"Kendall StephensSt. Charles (Saint Charles, IL)",SG,6-6 / 170,93,Purdue
77,Tim Quarterman,"Tim QuartermanJohnson (Savannah, GA)",PG,6-6 / 180,93,LSU
78,Karviar Shepherd,"Karviar ShepherdDeSoto (DeSoto, TX)",C,6-9 / 215,93,TCU
79,Zach LaVine,"Zach LaVineBothell (Bothell, WA)",SG,6-2 / 180,93,UCLA
80,Johnathan Motley,"Johnathan MotleyNorth Shore (Houston, TX)",PF,6-9 / 205,93,Baylor
81,Kendal Yancy,"Kendal YancyBerkner (Richardson, TX)",PG,6-3 / 195,93,Texas
82,Kam Williams,"Kam WilliamsMount Saint Joseph (Towson, MD)",SG,6-2 / 175,93,Ohio State
83,Allerik Freeman,"Allerik FreemanFindlay Prep (Charlotte, NC)",SG,6-5 / 215,93,Baylor
84,Elijah Macon,"Elijah MaconBrewster Academy (Columbus, OH)",PF,6-8 / 200,93,West Virginia
85,Davon Reed,"Davon ReedPrinceton Day School (Princeton, NJ)",SG,6-5 / 195,93,Miami
86,Reggie Cameron,"Reggie CameronHudson Catholic (Jersey City, NJ)",SF,6-7 / 200,93,Georgetown
87,Tonny Trocha-Morelos,"Tonny Trocha-MorelosSt. Thomas (Houston, TX)",PF,6-10 / 210,93,Texas A&M
88,Damarcus Croaker,"Damarcus CroakerJones (Orlando, FL)",SG,6-3 / 175,93,Texas
89,Kentan Facey,"Kentan FaceyLong Island Lutheran (Glen Head, NY)",PF,6-8 / 190,92,Connecticut
90,Wesley Clark,"Wesley ClarkRomulus Senior (Romulus, MI)",PG,5-10 / 171,92,Missouri
91,Bryson Scott,"Bryson ScottNorthrop (Fort Wayne, IN)",PG,6-1 / 180,92,Purdue
92,Torren Jones,"Torren JonesBasha (Chandler, AZ)",PF,6-8 / 210,92,Missouri
93,Jarquez Smith,"Jarquez SmithJones County (Gray, GA)",PF,6-9 / 225,91,Florida State
94,Akoy Agau,"Akoy AgauCentral (Omaha, NE)",PF,6-9 / 230,91,Louisville
95,Kyle Washington,"Kyle WashingtonBrewster Academy (Lakeville, CT)",PF,6-8 / 215,91,NC State
96,Austin Colbert,"Austin ColbertGill St Bernard S School (Lakeville, CT)",PF,6-9 / 205,91,Illinois
97,RaShawn Powell,"RaShawn PowellDr. Phillips (Orlando, FL)",PG,6-0 / 165,91,Memphis
98,V.J. Beachem,"V.J. BeachemNew Haven (New Haven, IN)",SF,6-7 / 180,91,Notre Dame
99,Shannon Hale,"Shannon HaleChrist School (Arden, NC)",PF,6-7 / 205,91,Alabama
100,BeeJay Anya,"BeeJay AnyaDeMatha Catholic (Hyattsville, MD)",C,6-8 / 270,91,NC State
101,Malcolm Hill,"Malcolm HillBelleville-East (Belleville, IL)",SG,6-5 / 190,91,Illinois
102,Jaron Hopkins,"Jaron HopkinsDobson (Chandler, AZ)",SG,6-5 / 185,90,Colorado
103,Leyton Hammonds,"Leyton HammondsRichland (North Richland Hills, TX)",SF,6-8 / 200,90,Oklahoma State
104,Dakarai Allen,"Dakarai AllenSheldon (Sacramento, CA)",SF,6-4 / 175,90,San Diego State
105,Jaylen Brantley,"Jaylen BrantleyNotre Dame Preparatory School (Springfield, MA)",PG,5-10 / 155,90,East Tennessee State
106,Stevie Clark,"Stevie ClarkDouglass (Oklahoma City, OK)",PG,5-9 / 160,90,Oklahoma State
107,Michael Young,"Michael YoungHudson Catholic (Jersey City, NJ)",PF,6-8 / 210,90,Pittsburgh
108,Jordan Mathews,"Jordan MathewsSanta Monica (Santa Monica, CA)",SG,6-3 / 170,90,California
109,Zach Coleman,"Zach ColemanWoodrow Wilson (Dallas, TX)",SF,6-7 / 210,90,Massachusetts
110,Vince Hunter,"Vince HunterVoyageur Consortium (Detroit, MI)",SF,6-7 / 205,90,UTEP
111,Kris Jenkins,"Kris JenkinsGonzaga  (Washington, DC)",PF,6-6 / 245,90,Villanova
112,Zena Edosomwan,"Zena EdosomwanNorthfield Mount Hermon (Studio City, CA)",PF,6-8 / 220,90,Harvard
113,Tai Webster,"Tai WebsterWestlake Boys (Auckland, AC)",PG,6-1 / 190,89,Nebraska
114,Demetrius Henry,"Demetrius HenryFaith Baptist Christian School (Fort Lauderdale, FL)",PF,6-8 / 215,89,South Carolina
115,Monte Morris,"Monte MorrisBeecher (Mount Morris, MI)",PG,6-3 / 173,89,Iowa State
116,Junior Etou,"Junior EtouBishop O'Connell (Arlington, VA)",PF,6-8 / 230,89,Rutgers
117,Greg McClinton,"Greg McClintonWinston-Salem Prep (Winston Salem, NC)",SF,6-6 / 180,89,Wake Forest
118,Terrence Samuel,"Terrence SamuelSouth Shore (Brooklyn, NY)",PG,6-3 / 175,89,Connecticut
119,Tyree Robinson,"Tyree RobinsonLincoln (San Diego, CA)",SG,6-4 / 190,89,Oregon
120,Sam Singer,"Sam SingerRansom Everglades School (Miami, FL)",PG,6-4 / 175,89,California
121,Roschon Prince,"Roschon PrinceLong Beach Poly (Long Beach, CA)",SG,6-6 / 200,89,USC
122,E.C. Matthews,"E.C. MatthewsRomulus Senior (Romulus, MI)",SG,6-4 / 185,89,Rhode Island
123,Josh Hart,"Josh HartSidwell Friends School (Washington, DC)",SF,6-5 / 196,89,Villanova
124,Gavin Schilling,"Gavin SchillingFindlay Prep (Chicago, IL)",PF,6-9 / 240,89,Michigan State
125,Juwan Parker,"Juwan ParkerBooker T. Washington (Tulsa, OK)",SG,6-3 / 195,89,Georgia
126,Dondre Alexander,"Dondre AlexanderWest Senior (Iowa City, IA)",PG,6-3 / 205,89,Southern Miss
127,Jalen James,"Jalen JamesLa Lumiere School (Chicago, IL)",PG,6-2 / 180,89,San Jose State
128,Jaylon Tate,"Jaylon TateSimeon (Chicago, IL)",PG,6-2 / 180,89,Illinois
129,Marcus Allen,"Marcus AllenCentennial (Las Vegas, NV)",SG,6-2 / 175,89,Stanford
130,Dustin Thomas,"Dustin ThomasPleasant Grove (Texarkana, TX)",PF,6-8 / 210,89,Arkansas
131,Josh Brown,"Josh BrownSt Anthony (Jersey City, NJ)",PG,6-3 / 190,89,Temple
132,Nigel Hayes,"Nigel HayesWhitmer (Toledo, OH)",PF,6-7 / 200,89,Wisconsin
133,Antravious Simmons,"Antravious SimmonsSouth Miami Senior (Miami, FL)",PF,6-8 / 250,89,VCU
134,Jeremy Morgan,"Jeremy MorganWest Senior (Iowa City, IA)",SG,6-6 / 175,89,Northern Iowa
135,Josh Newkirk,"Josh NewkirkWord Of God Christian Academy (Raleigh, NC)",PG,6-2 / 170,89,Pittsburgh
136,Ike Iroegbu,"Ike IroegbuOak Hill Academy (Mouth Of Wilson, VA)",PG,6-0 / 170,89,Washington State
137,Billy Garrett,"Billy GarrettMorgan Park Academy (Chicago, IL)",SG,6-4 / 180,89,DePaul
138,Nolan Berry,"Nolan BerryDeSmet (Saint Louis, MO)",PF,6-8 / 200,89,Butler
139,Jevon Thomas,"Jevon ThomasOur Savior New American School (Centereach, NY)",PG,5-10 / 160,89,Kansas State
140,Brandon Watkins,"Brandon WatkinsGrady (Atlanta, GA)",PF,6-9 / 210,89,West Virginia
141,Darin Johnson,"Darin JohnsonFranklin (Elk Grove, CA)",PG,6-4 / 200,89,Washington
142,Nick Fuller,"Nick FullerSun Prairie (Sun Prairie, WI)",SF,6-7 / 195,89,Nebraska
143,Chris Perry,"Chris PerryBartow (Bartow, FL)",C,6-8 / 245,88,USF
144,Elliott Pitts,"Elliott PittsDe La Salle (Concord, CA)",SG,6-5 / 180,88,Arizona
145,Mark Donnal,"Mark DonnalAnthony Wayne (Whitehouse, OH)",PF,6-9 / 215,88,Michigan
146,Jonathan Severe,"Jonathan SevereChrist The King Regional (Middle Village, NY)",PG,6-2 / 185,88,Fordham
147,Sterling Brown,"Sterling BrownProviso East (Maywood, IL)",SG,6-4 / 190,88,SMU
148,Jordan Woodard,"Jordan WoodardSanta Fe (Edmond, OK)",PG,6-0 / 160,88,Oklahoma
149,Kevin Johnson,"Kevin JohnsonSummit Country Day School (Cincinnati, OH)",SG,6-2 / 175,88,Cincinnati
150,Scoochie Smith,"Scoochie SmithPutnam (Putnam, CT)",SG,6-2 / 160,88,Dayton
151,Dominique Hawkins,"Dominique HawkinsMadison Central (Richmond, KY)",PG,6-0 / 170,88,Kentucky
152,Isaiah Lewis,"Isaiah LewisArlington Country Day School (Middle Village, NY)",PG,6-3 / 175,88,N/A
153,Kyle Davis,"Kyle DavisMorgan Park (Chicago, IL)",PG,5-11 / 165,88,Dayton
154,Dwight Coleby,"Dwight ColebyThe Piney Woods School (Pinola, MS)",PF,6-9 / 220,88,Ole Miss
155,Chance Murray,"Chance MurrayPrice (Los Angeles, CA)",SG,6-3 / 180,88,Arizona State
156,J.J. Frazier,"J.J. FrazierFaith Baptist Christian Academy (Ludowici, GA)",PG,5-9 / 170,88,Georgia
157,Geno Thorpe,"Geno ThorpeShaler Area (Pittsburgh, PA)",PG,6-3 / 177,88,Penn State
158,Roger Moute a Bidias,"Roger Moute a BidiasNotre Dame Preparatory School (Fitchburg, MA)",PF,6-7 / 185,88,N/A
159,Tavario Miller,"Tavario MillerWheatley (Houston, TX)",PF,6-7 / 205,88,Texas A&M
160,Travis Jorgenson,"Travis JorgensonNew Hampton School (New Hampton, NH)",PG,6-0 / 165,88,Georgia Tech
161,Trevor Thompson,"Trevor ThompsonSt. John's Northwestern Academies (Delafield, WI)",C,6-10 / 210,88,Virginia Tech
162,Ron Patterson,"Ron PattersonBrewster Academy (Indianapolis, IN)",SG,6-3 / 195,88,Syracuse
163,Payton Banks,"Payton BanksOrange Lutheran (Orange, CA)",SF,6-6 / 220,88,Penn State
164,Jordan Robinson,"Jordan RobinsonQuality Education Academy (Winston Salem, NC)",PF,6-8 / 230,88,Duquesne
165,London Perrantes,"London PerrantesCrespi (Encino, CA)",PG,6-0 / 170,88,Virginia
166,Elijah Brown,"Elijah BrownMater Dei (Lakewood, OH)",SG,6-4 / 185,88,Butler
167,Darius Thompson,"Darius ThompsonBlackman (Murfreesboro, TN)",PG,6-4 / 175,88,Tennessee
168,Donte Clark,"Donte ClarkHargrave Military Academy (HS) (Chatham, VA)",SG,6-3 / 170,88,Massachusetts
169,Steve Vasturia,"Steve VasturiaSt. Joseph's (Philadelphia, PA)",SG,6-4 / 180,87,Notre Dame
170,Deandre Burnett,"Deandre BurnettMassanutten Military Academy (Opa Locka, FL)",PG,6-1 / 190,87,Miami
171,Damonte Dodd,"Damonte DoddMassanutten Military Academy (Centreville, MD)",C,6-9 / 240,87,Maryland
172,Tre'Shaun Fletcher,"Tre'Shaun FletcherLincoln (Tacoma, WA)",SF,6-6 / 180,87,Colorado
173,Chinonso Obokoh,"Chinonso ObokohBishop Kearney (Rochester, NY)",C,6-10 / 220,87,Syracuse
174,Davonte Fitzgerald,"Davonte FitzgeraldTucker (Tucker, GA)",SF,6-7 / 190,87,Texas A&M
175,Hassan Martin,"Hassan MartinCurtis (Staten Island, NY)",SF,6-7 / 190,87,Rhode Island
176,Maverick Morgan,"Maverick MorganSpringboro (Springboro, OH)",C,6-10 / 240,87,Illinois
177,B.J. Johnson,"B.J. JohnsonLower Merion (Ardmore, PA)",SF,6-7 / 170,87,Syracuse
178,Jaren Sina,"Jaren SinaGill St Bernard S School (Gladstone, NJ)",PG,6-2 / 175,87,Seton Hall
179,Devin Davis,"Devin DavisWarren Central (Indianapolis, IN)",SF,6-6 / 205,87,Indiana
180,Daquein McNeil,"Daquein McNeilVermont Academy (Baltimore, MD)",SG,6-3 / 190,87,Minnesota
181,Douglas Brooks,"Douglas BrooksLake Wales (Lake Wales, FL)",SG,6-3 / 165,87,VCU
182,Dayshawn Watkins,"Dayshawn WatkinsNorth Little Rock (Jacksonville, AR)",PG,- / -,87,UAB
183,Paul Watson,"Paul WatsonParadise Valley (Phoenix, AZ)",SF,6-6 / 180,86,Fresno State
184,A.J. Davis,"A.J. DavisBuford (Buford, GA)",SF,6-8 / 185,86,Tennessee
185,Byron Zeigler,"Byron ZeiglerDetroit Community Schools (Detroit, MI)",SF,6-6 / 180,86,USF
186,Quinton Stephens,"Quinton StephensMarist School (Atlanta, GA)",SF,6-8 / 180,86,Georgia Tech
187,Brandon Parrish,"Brandon ParrishSeguin (Arlington, TX)",SF,6-5 / 185,86,TCU
188,Brian Bridgewater,"Brian BridgewaterScotlandville Magnet (Baton Rouge, LA)",SF,6-5 / 215,86,LSU
189,I.J. Ready,"I.J. ReadyParkview Magnet (Little Rock, AR)",PG,5-10 / 160,86,Mississippi State
190,Calvin Hermanson,"Calvin HermansonLake Oswego (Lake Oswego, OR)",SF,6-6 / 190,86,Saint Mary's
191,Nate Taphorn,"Nate TaphornPekin Community (Pekin, IL)",SF,6-8 / 185,86,Northwestern
192,Jamel Artis,"Jamel ArtisNotre Dame Preparatory School (Baltimore, MD)",SF,6-6 / 210,86,Pittsburgh
193,Jairus Lyles,"Jairus LylesDeMatha Catholic (Hyattsville, MD)",PG,6-0 / 180,86,VCU
194,Tony Nunn,"Tony NunnSalisbury (Salisbury, NC)",PF,6-8 / 250,86,North Texas
195,Steven Haney,"Steven HaneySt. Thomas Aquinas (Fort Lauderdale, FL)",SG,6-6 / 185,86,UCF
196,Deshaun Morman,"Deshaun MormanCoolidge (Washington, DC)",SG,6-4 / 190,86,Cincinnati
197,Tahj Shamsid-Deen,"Tahj Shamsid-DeenColumbia (Decatur, GA)",PG,5-10 / 162,86,Auburn
198,Cullen Neal,"Cullen NealEldorado (Albuquerque, NM)",SG,6-4 / 180,86,Saint Mary's
199,Soma Edo,"Soma EdoBerkner (Richardson, TX)",PF,6-6 / 220,86,Fresno State
200,Vitto Brown,"Vitto BrownBowling Green (Bowling Green, OH)",PF,6-7 / 215,86,Wisconsin
201,Andre Spight,"Andre SpightPasadena (Pasadena, CA)",SG,6-3 / 165,86,UTEP
202,Marcus Foster,"Marcus FosterHirschi (Wichita Falls, TX)",PG,6-0 / 155,86,Kansas State
203,Schuyler Rimmer,"Schuyler RimmerBoone (Orlando, FL)",PF,6-8 / 230,86,Stanford
204,Dylan Johns,"Dylan JohnsTrent Internationale School (Sugar Land, TX)",PF,6-10 / 225,86,Texas A&M
205,Desmond Ringer,"Desmond RingerEagles Landing (McDonough, GA)",PF,6-9 / 220,86,South Carolina
206,Andre Horne,"Andre HorneThe Sagemont School (Fort Lauderdale, FL)",PF,6-7 / 215,85,FIU
207,Tyrell Robinson,"Tyrell RobinsonLincoln (San Diego, CA)",SG,6-3 / 200,85,Oregon
208,Julian Moore,"Julian MooreGermantown Academy (Fort Washington, PA)",C,6-9 / 218,85,Penn State
209,Hallice Cooke,"Hallice CookeSt Anthony (Jersey City, NJ)",SG,6-3 / 185,85,Oregon State
210,Rene Castro,"Rene CastroWorcester Academy (Worcester, MA)",SG,6-2 / 175,85,Butler
211,Rodney Bullock,"Rodney BullockKecoughtan (Hampton, VA)",PF,6-7 / -,85,Providence
212,Braiden Shaw,"Braiden ShawEagle (Eagle, ID)",PF,6-8 / 210,85,Brigham Young
213,Troy Caupain,"Troy CaupainCosby (Midlothian, VA)",SG,6-3 / 185,85,Cincinnati
214,Nathan Hawkins,"Nathan HawkinsRowlett (Rowlett, TX)",SG,6-5 / 190,85,Nebraska
215,Kamall Richards,"Kamall RichardsSouth Kent School (South Kent, CT)",SF,6-6 / 210,85,Xavier
216,Collin Hartman,"Collin HartmanCathedral (Indianapolis, IN)",SF,6-7 / 185,85,Indiana
217,Noah Allen,"Noah AllenPalma (Salinas, CA)",SF,6-6 / 185,85,UCLA
218,Basil Smotherman,"Basil SmothermanLawrence North (Indianapolis, IN)",SF,6-7 / 205,85,Purdue
219,Darin Minniefield,"Darin MinniefieldBellaire (Houston, TX)",PG,6-2 / 175,85,N/A
220,Ben Moore,"Ben MooreBolingbrook (Bolingbrook, IL)",PF,6-8 / 190,85,SMU
221,Amida Brimah,"Amida BrimahArchbishop Carroll (Miami, FL)",C,6-11 / 205,85,Connecticut
222,Mark Alstork,"Mark AlstorkThurgood Marshall (Dayton, OH)",SG,6-4 / 190,85,Ball State
223,Matt Howard,"Matt HowardA C Flora (Columbia, SC)",SG,6-3 / 180,84,Pennsylvania
224,Emmanuel Ezechinoso,"Emmanuel EzechinosoConvenant Christian Ministries Academy (Marietta, GA)",C,6-10 / 240,84,N/A
225,D.J. Brooks,"D.J. BrooksHillcrest (Simpsonville, SC)",PG,6-1 / 170,84,Mercer
226,Patrick Rooks,"Patrick RooksCharlotte Christian (Charlotte, NC)",SG,6-3 / 170,84,Clemson
227,Christian Kennedy,"Christian KennedyWarner Robins (Warner Robins, GA)",PF,6-10 / 200,84,Chattanooga
228,Tosin Mehinti,"Tosin MehintiGreenforest Mccalep Christian Academy (Decatur, GA)",PF,6-9 / 215,84,UAB
229,Fallou Ndoye,"Fallou NdoyeFaith Baptist School (Fort Pierce, FL)",PF,6-10 / 215,84,N/A
230,Sidy Djitte,"Sidy DjitteNorthwood Temple Academy (Fayetteville, NC)",PF,6-10 / 215,84,Clemson
231,Wesley Iwundu,"Wesley IwunduWestfield (Houston, TX)",SF,6-6 / 185,84,Kansas State
232,Kendall Smith,"Kendall SmithDeer Valley (Antioch, CA)",PG,6-0 / 155,84,UNLV
233,Shane Rector,"Shane RectorSouth Kent School (Bronx, NY)",PG,6-1 / 175,84,Missouri
234,Dederick Lee,"Dederick LeeClarksville (Clarksville, AR)",PG,6-2 / 160,83,Oral Roberts
235,Brandon Randolph,"Brandon RandolphSt. Bernard (Playa Del Rey, CA)",PG,6-1 / 175,83,Xavier
236,R.J. Curington,"R.J. CuringtonOak Hill Academy (Mouth Of Wilson, VA)",SG,6-6 / 170,83,DePaul
237,Miles Overton,"Miles OvertonSt. Joseph's (Philadelphia, PA)",SG,6-4 / 190,83,Wake Forest
238,Malcolm Allen,"Malcolm AllenCentennial (Las Vegas, NV)",SG,6-1 / 165,83,Stanford
239,Alex Foster,"Alex FosterSeton Academy (Chicago, IL)",PF,6-8 / 215,83,Texas Tech
240,MiKyle McIntosh,"MiKyle McIntosh22 Feet Academy (Jackson, KY)",SF,6-6 / 225,83,Illinois State
241,Mark Williams,"Mark WilliamsMontrose Christian School (Cleveland, OH)",PF,6-7 / 235,83,Temple
242,Martez Harrison,"Martez HarrisonBrewster Academy (Wolfeboro, NH)",PG,5-9 / 150,83,Missouri-Kansas City
243,Jahmel Taylor,"Jahmel TaylorPacific Hills School (West Hollywood, CA)",PG,5-11 / 160,83,Washington
244,Kameron Rooks,"Kameron RooksMission Hills (San Marcos, CA)",C,6-11 / 270,83,California
245,Joshua Phillips,"Joshua PhillipsPope John Paul II (Hendersonville, TN)",PF,6-7 / 205,83,Middle Tennessee State
246,Alec Peters,"Alec PetersWashington Community (Washington, IL)",SF,6-8 / 205,83,Valparaiso
247,D.J. Bowles,"D.J. BowlesOldsmar Christian School (Cleveland, TN)",PG,6-1 / 175,83,Wichita State
