Rank,Player,High School,Position,Height / Weight,Rating,Team
36,Sir'Dominic Pointer,"Sir'Dominic PointerWinston-Salem Prep (Winston Salem, NC)",SG,6-5 / 200,96,St. John's
37,Kevin Ware,"Kevin WareRockdale County (Conyers, GA)",SG,6-3 / 170,96,Louisville
38,Norvel Pelle,"Norvel PelleCompton Dominguez (Compton, CA)",C,6-10 / 210,96,Iona
39,Levi Randolph,"Levi RandolphBob Jones  (Madison, AL)",SG,6-5 / 190,96,Alabama
40,Mike Shaw,"Mike ShawDe La Salle Institute (Chicago, IL)",SF,6-8 / 213,96,Illinois
41,Sheldon McClellan,"Sheldon McClellanBellaire (Bellaire, TX)",SG,6-5 / 185,96,Texas
42,Maurice Harkless,"Maurice HarklessSouth Kent School (South Kent, CT)",SF,6-6 / 180,96,St. John's
43,Johnny O'Bryant,"Johnny O'BryantEast Side (Cleveland, MS)",PF,6-9 / 235,95,LSU
44,Adjehi Baru,"Adjehi BaruSteward School (Richmond, VA)",C,6-9 / 225,95,College of Charleston
45,Rodney Hood,"Rodney HoodMeridian (Meridian, MS)",SF,6-7 / 180,95,Mississippi State
46,Sam Thompson,"Sam ThompsonWhitney Young (Chicago, IL)",SF,6-7 / 190,95,Ohio State
47,Nick Faust,"Nick FaustBaltimore City College (Baltimore, MD)",SG,6-5 / 170,95,Maryland
48,LaQuinton Ross,"LaQuinton RossLife Center Academy (Burlington, NJ)",SF,6-8 / 225,95,Ohio State
49,Ryan Boatright,"Ryan BoatrightEast (Aurora, IL)",PG,5-10 / 150,95,Connecticut
50,Derrick Gordon,"Derrick GordonSt. Patrick (Elizabeth, NJ)",SG,6-3 / 187,95,Western Kentucky
51,Jamal Branch,"Jamal BranchAtascocita (Humble, TX)",SG,6-3 / 170,94,Texas A&M
52,Trevor Lacey,"Trevor LaceySr Butler Sch (Huntsville, AL)",PG,6-3 / 190,94,Alabama
53,Amir Williams,"Amir WilliamsDetroit Country Day (Franklin, MI)",C,6-9 / 220,94,Ohio State
54,Norman Powell,"Norman PowellLincoln (San Diego, CA)",SG,6-3 / 175,94,UCLA
55,Michael Chandler,"Michael ChandlerLawrence North (Indianapolis, IN)",C,6-10 / 220,94,UCF
56,Chasson Randle,"Chasson RandleRock Island (Rock Island, IL)",SG,6-1 / 180,94,Stanford
57,Julien Lewis,"Julien LewisLa Marque (La Marque, TX)",SG,6-3 / 185,94,Texas
58,Mycheal Henry,"Mycheal HenryAasta - Orr (Chicago, IL)",SF,6-5 / 190,94,Illinois
59,Zach Price,"Zach PriceSt. Edward (Lakewood, OH)",C,6-11 / 235,93,Louisville
60,Tracy Abrams,"Tracy AbramsMount Carmel (Chicago, IL)",PG,6-1 / 175,93,Illinois
61,Amir Garrett,"Amir GarrettFindlay Prep (Henderson, NV)",SG,6-5 / 175,93,St. John's
62,Juan Anderson,"Juan AndersonCastro Valley (Castro Valley, CA)",SF,6-6 / 200,93,Marquette
63,Chris Jones,"Chris JonesMelrose (Memphis, TN)",PG,5-10 / 180,93,Tennessee
64,Dez Wells,"Dez WellsHargrave Military Academy (HS) (Raleigh, NC)",SG,6-4 / 220,93,Xavier
65,Tyler Adams,"Tyler AdamsBrandon (Brandon, MS)",C,6-8 / 260,93,Georgetown
66,Julian Royal,"Julian RoyalMilton (Alpharetta, GA)",PF,6-8 / 225,93,Georgia Tech
67,Angelo Chol,"Angelo CholHoover (San Diego, CA)",PF,6-8 / 200,93,Arizona
68,Tyrone Johnson,"Tyrone JohnsonMontrose Christian School (Rockville, MD)",PG,6-3 / 185,93,Villanova
69,Dai-Jon Parker,"Dai-Jon ParkerMilton (Alpharetta, GA)",SG,6-3 / 170,92,Vanderbilt
70,Antwan Space,"Antwan SpaceDeSoto (DeSoto, TX)",SF,6-7 / 203,92,Florida State
71,Cezar Guerrero,"Cezar GuerreroSt. John Bosco (Bellflower, CA)",PG,6-0 / 175,92,Oklahoma State
72,Jonathan Holmes,"Jonathan HolmesAntonian College Prep (San Antonio, TX)",PF,6-8 / 232,92,Texas
73,DeVille Smith,"DeVille SmithCallaway (Jackson, MS)",PG,5-10 / 160,92,Mississippi State
74,Joseph Uchebo,"Joseph UcheboWord Of God Christian Academy (Raleigh, NC)",C,6-11 / 260,92,N/A
75,Marshall Plumlee,"Marshall PlumleeChrist School (Arden, NC)",C,6-11 / 215,92,Duke
76,Marquis Rankin,"Marquis RankinJulius L. Chambers (Charlotte, NC)",PG,6-1 / 160,92,Virginia Tech
77,Terry Whisnant,"Terry WhisnantCherryville Senior (Cherryville, NC)",SG,6-3 / 175,92,Florida State
78,Wes Saunders,"Wes SaundersWindward School (Los Angeles, CA)",SF,6-6 / 205,92,Harvard
79,Hunter Mickelson,"Hunter MickelsonWestside (Jonesboro, AR)",PF,6-10 / 185,91,Arkansas
80,Rashad Madden,"Rashad MaddenEast Poinsett Co. (Lepanto, AR)",SG,6-5 / 175,91,Arkansas
81,Nnanna Egwu,"Nnanna EgwuSt. Ignatius (Chicago, IL)",C,6-10 / 225,91,Illinois
82,Ryan Anderson,"Ryan AndersonLong Beach Poly (Long Beach, CA)",SF,6-9 / 215,91,Boston College
83,Rodney Cooper,"Rodney CooperRussell County (Seale, AL)",SF,6-5 / 196,91,Alabama
84,Malcolm Brogdon,"Malcolm BrogdonGreater Atlanta Christian School (Norcross, GA)",SG,6-5 / 200,91,Virginia
85,Tyler Harris,"Tyler HarrisSt. Benedict's Preparatory School (Newark, NJ)",SF,6-7.5 / 190,91,NC State
86,Damien Leonard,"Damien LeonardJ L Mann (Greenville, SC)",SG,6-4 / 180,91,South Carolina
87,Deuce Bello,"Deuce BelloWestchester Country Day School (High Point, NC)",SG,6-4 / 185,91,Baylor
88,Durand Johnson,"Durand JohnsonNotre Dame Preparatory School (Fitchburg, MA)",SF,6-6 / 191,91,Pittsburgh
89,Achraf Yacoubou,"Achraf YacoubouLong Island Lutheran (Glen Head, NY)",SG,6-3 / 200,90,Villanova
90,Carlton Brundidge,"Carlton BrundidgeSouthfield (Southfield, MI)",SG,6-0 / 200,90,Michigan
91,Robert Brown,"Robert BrownHargrave Military Academy (HS) (Chatham, VA)",SG,6-4 / 175,90,Virginia Tech
92,Myles Mack,"Myles MackSt Anthony (Paterson, NJ)",PG,5-10 / 157,90,Rutgers
93,Dwaun Anderson,"Dwaun AndersonSuttons Bay Senior (Suttons Bay, MI)",SG,6-3 / 170,90,Michigan State
94,Desmond Hubert,"Desmond HubertNew Egypt (New Egypt, NJ)",PF,6-9 / 195,90,North Carolina
95,Shaquille Thomas,"Shaquille ThomasAlif Muhammad's Nia School (Newark, NJ)",SF,6-6 / 165,90,Cincinnati
96,Joe Coleman,"Joe ColemanHopkins  (Hopkins, MN)",SG,6-4 / 200,90,Minnesota
97,Kedren Johnson,"Kedren JohnsonMarshall County (Lewisburg, TN)",SG,6-4 / 200,90,Vanderbilt
98,Shane Larkin,"Shane LarkinDr. Phillips (Orlando, FL)",PG,5-11 / 150,90,DePaul
99,Jordan Green,"Jordan GreenFlower Mound (Flower Mound, TX)",SG,6-4 / 170,89,Texas A&M
100,Devin Langford,"Devin LangfordLee (Huntsville, AL)",SF,6-7 / 185,89,Illinois
101,Paris Roberts-Campbell,"Paris Roberts-CampbellUnited Faith Christian Academy (Charlotte, NC)",SG,6-2 / 170,89,East Carolina
102,Sterling Gibbs,"Sterling GibbsSeton Hall Prep (West Orange, NJ)",PG,6-1 / 180,89,Texas
103,Mikael Hopkins,"Mikael HopkinsDeMatha Catholic (Hyattsville, MD)",PF,6-8 / 210,89,Georgetown
104,Trey Burke,"Trey BurkeNorthland (Columbus, OH)",PG,6-0 / 175,89,Michigan
105,Gary Bell,"Gary BellKentridge (Kent, WA)",PG,6-2 / 185,89,Gonzaga
106,TaShawn Thomas,"TaShawn ThomasKilleen (Killeen, TX)",PF,6-7 / 210,89,Houston
107,Naadir Tharpe,"Naadir TharpeBrewster Academy (Wolfeboro, NH)",PG,5-11 / 170,89,Kansas
108,Thomas Gipson,"Thomas GipsonCedar Hill (Chatfield, TX)",PF,6-7 / 245,89,Kansas State
109,Derrick Wilson,"Derrick WilsonThe Hotchkiss School (Lakeville, CT)",PG,6-0 / 215,88,Marquette
110,Jarion Henry,"Jarion HenryKimball (Dallas, TX)",SF,6-7 / 200,88,New Mexico
111,Jabarie Hinds,"Jabarie HindsMount Vernon (Mount Vernon, NY)",PG,6-0 / 160,88,West Virginia
112,Bernard Sullivan,"Bernard SullivanDavidson Day (Davidson, NC)",PF,6-7 / 215,88,Clemson
113,John Brown,"John BrownOldsmar Christian School (Oldsmar, FL)",SF,6-6 / 185,88,High Point
114,Andre Hollins,"Andre HollinsWhite Station (Memphis, TN)",PG,6-2 / 200,88,Minnesota
115,Sidiki Johnson,"Sidiki JohnsonOak Hill Academy (Mouth Of Wilson, VA)",PF,6-8 / 220,88,Arizona
116,Nick Jacobs,"Nick JacobsSouth Atlanta (Atlanta, GA)",C,6-8 / 250,88,Alabama
117,Kevin Johnson,"Kevin JohnsonTaft  (Woodland Hills, CA)",C,6-9 / 250,88,Seton Hall
118,C.J. Barksdale,"C.J. BarksdaleHargrave Military Academy (HS) (Chatham, VA)",PF,6-8 / 200,88,Virginia Tech
119,Trey Davis,"Trey DavisBenedictine (Richmond, VA)",SG,6-4 / 185,88,Richmond
120,Eric Katenda,"Eric KatendaSunrise Christian (Wichita, KS)",PF,6-8 / 210,88,Notre Dame
121,Jarrod Uthoff,"Jarrod UthoffThomas Jefferson (Cedar Rapids, IA)",PF,6-8 / 195,88,Wisconsin
122,Derrick Randall,"Derrick RandallSouth Kent School (South Kent, CT)",C,6-9 / 220,88,Rutgers
123,Angel Nunez,"Angel NunezNotre Dame Academy (Worcester, MA)",SF,6-7 / 180,87,Louisville
124,Paul Jesperson,"Paul JespersonMerrill (Merrill, WI)",SF,6-7 / 190,87,Virginia
125,DaVonte Lacy,"DaVonte LacyCurtis Senior (Tacoma, WA)",SG,6-3 / 190,87,Washington State
126,Tony Kimbro,"Tony KimbroJeffersontown Magnet Career Academy (Louisville, KY)",SF,6-5 / 180,87,Georgia State
127,Jarvis Summers,"Jarvis SummersProvine (Jackson, MS)",SG,6-4 / 185,87,Ole Miss
128,Spencer Dinwiddie,"Spencer DinwiddieTaft  (Woodland Hills, CA)",PG,6-4 / 170,87,Colorado
129,Jernard Jarreau,"Jernard JarreauMcDonogh 35 (New Orleans, LA)",PF,6-10 / 200,87,Washington
130,Trevor Cooney,"Trevor CooneySanford School (Hockessin, DE)",SG,6-3 / 180,87,Syracuse
131,Pat Connaughton,"Pat ConnaughtonSt John's (Shrewsbury, MA)",SF,6-5 / 190,87,Notre Dame
132,Martin Breunig,"Martin BreunigSt. John's Northwestern Academies (Delafield, WI)",PF,6-9 / 205,87,Washington
133,Jabril Trawick,"Jabril TrawickAbington Friends School (Jenkintown, PA)",SG,6-5 / 200,87,Georgetown
134,Damion Lee,"Damion LeeSt. Thomas More (Oakdale, CT)",SF,6-5 / 190,87,Drexel
135,Todd Mayo,"Todd MayoNotre Dame Preparatory School (Fitchburg, MA)",SG,6-3 / 200,87,Marquette
136,Brandon Mobley,"Brandon MobleySt. John's Northwestern Academies (Delafield, WI)",SF,6-8 / 200,87,Seton Hall
137,George Marshall,"George MarshallBrooks College Prep (Chicago, IL)",PG,6-0 / 180,86,Wisconsin
138,Walter Pitchford,"Walter PitchfordGrand Rapids Christian (Grand Rapids, MI)",C,6-10 / 205,86,Florida
139,Austin Etherington,"Austin EtheringtonHamilton Heights (Arcadia, IN)",SF,6-6 / 195,86,Indiana
140,Ryan Spangler,"Ryan SpanglerBridge Creek (Blanchard, OK)",PF,6-7 / 220,86,Gonzaga
141,Anthony Gill,"Anthony GillCharlotte Christian (Charlotte, NC)",PF,6-8 / 211,86,South Carolina
142,Willy Kouassi,"Willy KouassiCentral Park Christian Schools (Birmingham, AL)",C,6-10 / 216,86,Auburn
143,Aaron Brown,"Aaron BrownPenn Wood  (Lansdowne, PA)",SF,6-4 / 200,86,West Virginia
144,Mike Taylor,"Mike TaylorBoys & Girls (Brooklyn, NY)",SG,6-3 / 180,86,Rutgers
145,Brandan Kearney,"Brandan KearneySoutheastern (Detroit, MI)",SF,6-5 / 175,86,Michigan State
146,Dennis Clifford,"Dennis CliffordMilton (Milton, MA)",C,6-10 / 215,86,Boston College
147,Kevin Pangos,"Kevin PangosHerman (Newmarket, NH)",PG,6-1 / 92,86,Gonzaga
148,Stevie Taylor,"Stevie TaylorGahanna Lincoln (Columbus, OH)",PG,5-8 / 150,85,Ohio
149,Jonathan Holton,"Jonathan HoltonCoral Gables Senior (Miami, FL)",PF,6-7 / 205,85,Rhode Island
150,Markus Kennedy,"Markus KennedyThe Winchendon School (Winchendon, MA)",C,6-9 / 255,85,Villanova
151,Jalen Reynolds,"Jalen ReynoldsAdlai Stevenson (Wolfeboro, NH)",PF,6-8 / 210,85,Xavier
152,Kevin Thomas,"Kevin ThomasChristian Faith Center Academy (Creedmoor, NC)",PF,6-7 / 205,85,Texas
153,Anthony Fields,"Anthony FieldsQuality Education Academy (Winston Salem, NC)",PG,6-0 / 165,85,Wake Forest
154,Jamari Traylor,"Jamari TraylorIMG Academy (Bradenton, FL)",PF,6-7 / 212,85,Kansas
155,Kyle Dranginis,"Kyle DranginisSky View (Smithfield, UT)",SG,6-4 / 165,85,Gonzaga
156,Aaron Ross,"Aaron RossParkview Magnet (Little Rock, AR)",SF,6-7 / 205,85,Arkansas
157,David Rivers,"David RiversHall (Little Rock, AR)",SF,6-6 / 185,85,Nebraska
158,Jacob Lawson,"Jacob LawsonOak Ridge Military Academy (Oak Ridge, NC)",PF,6-7 / 220,85,Purdue
159,Aaron Cosby,"Aaron CosbyNorthfield Mount Hermon (Northfield, MA)",SG,6-3 / 190,85,Seton Hall
160,Hikeem Stewart,"Hikeem StewartRainier Beach (Seattle, WA)",SG,6-3 / 180,85,Washington
161,LaDontae Henton,"LaDontae HentonEastern (Lansing, MI)",SF,6-5 / 210,85,Providence
162,Jerome Seagears,"Jerome SeagearsFlora Macdonald Academy (Red Springs, NC)",PG,6-1 / 173,85,Rutgers
163,Darrun Hilliard,"Darrun HilliardLiberty (Bethlehem, PA)",SG,6-5 / 175,85,Villanova
164,Nemanja Djurisic,"Nemanja DjurisicSouth Kent School (South Kent, CT)",PF,6-8 / 235,85,Georgia
165,Braeden Anderson,"Braeden AndersonWilbraham & Monson Academy (Wilbraham, MA)",PF,6-8 / 215,85,Kansas
166,Tavon Sledge,"Tavon SledgeHalf Hollow Hills West (Huntington Station, NY)",PG,5-9 / 175,84,Iowa State
167,Keith Coleman,"Keith ColemanLee Academy (Lee, ME)",C,6-8 / 240,84,N/A
168,George Fant,"George FantWarren Central (Bowling Green, KY)",PF,6-6 / 225,84,Western Kentucky
169,Damarcus Harrison,"Damarcus HarrisonChrist School (Arden, NC)",SG,6-4 / 170,84,Brigham Young
170,Christian Kirk,"Christian KirkKickapoo (Springfield, MO)",PF,6-7 / 200,84,Missouri State
171,Bruce Barron,"Bruce BarronBrehm Preparatory School (Carbondale, IL)",PG,6-3 / 185,84,Oregon
172,David Kravish,"David KravishLee's Summit (Lees Summit, MO)",PF,6-9 / 200,84,California
173,Daniel Gomis,"Daniel GomisOak Hill Academy (Mouth Of Wilson, VA)",PF,6-9 / 215,84,Oregon State
174,Travis Trice,"Travis TriceWayne (Dayton, OH)",PG,5-11 / 160,84,Michigan State
175,Ross Travis,"Ross TravisChaska (Chaska, MN)",PF,6-7 / 205,84,Penn State
176,Bishop Daniels,"Bishop DanielsWord Of God Christian Academy (Raleigh, NC)",SG,6-2 / 175,84,Miami
177,Dominique McKoy,"Dominique McKoySouth Atlanta (Atlanta, GA)",SF,6-7 / 205,84,Rhode Island
178,Grandy Glaze,"Grandy GlazeNotre Dame Preparatory School (Fitchburg, MA)",PF,6-6 / 225,84,N/A
179,Anthony Walker,"Anthony WalkerClaudia Taylor Johnson (San Antonio, TX)",C,6-9 / 215,84,UT-Arlington
180,Damiene Cain,"Damiene CainHarvard Westlake (Studio City, CA)",PF,6-7 / 230,84,Colorado
181,Greg Sequele,"Greg SequeleRibet Academy (Los Angeles, CA)",PF,6-9 / 225,84,Washington State
182,Octavius Ellis,"Octavius EllisWhitehaven (Memphis, TN)",PF,6-8 / 185,83,Cincinnati
183,Jordan Tolbert,"Jordan TolbertAll Saints Episcopal (Fort Worth, TX)",PF,6-7 / 215,83,Texas Tech
184,Alonzo Nelson-Ododa,"Alonzo Nelson-OdodaNorcross (Norcross, GA)",PF,6-8 / 205,83,Richmond
185,Kelvin Amayo,"Kelvin AmayoAlif Muhammad's Nia School (Newark, NJ)",PG,6-3 / 195,83,N/A
186,Mychal Ammons,"Mychal AmmonsVicksburg (Vicksburg, MS)",SF,6-5 / 220,83,South Alabama
187,Macari Brooks,"Macari BrooksRich South Campus (Richton Park, IL)",SG,6-2 / 170,83,DePaul
188,Trey McDonald,"Trey McDonaldBattle Creek Central (Battle Creek, MI)",PF,6-9 / 224,83,Ohio State
189,Askia Booker,"Askia BookerPrice (Los Angeles, CA)",SG,6-0 / 170,83,Colorado
190,Kevin Wagner,"Kevin WagnerEstacado (Lubbock, TX)",PG,5-8 / 150,83,Texas Tech
191,John Green,"John GreenWestwind Preparatory Academy (Phoenix, AZ)",SF,6-5 / 185,83,UC Santa Barbara
192,Phil Greene,"Phil GreeneIMG Academy (Bradenton, FL)",PG,6-2 / 180,83,St. John's
193,Rod Days,"Rod DaysThe Sagemont School (Fort Lauderdale, FL)",SF,6-6 / 180,83,UCF
194,Angel Rodriguez,"Angel RodriguezDr Michael M. Krop (Miami, FL)",PG,5-11 / 180,83,Kansas State
195,Jalen Jones,"Jalen JonesKimball (Dallas, TX)",SF,6-6 / 202,83,SMU
196,Austin Kuemper,"Austin KuemperWestview (Portland, OR)",C,6-9 / 240,83,Oregon
197,Anthony Norris,"Anthony NorrisChristian Life Center Academy (Humble, TX)",SF,6-7 / 220,82,N/A
198,Davontay Grace,"Davontay GraceJefferson (Brooklyn, NY)",PG,6-0 / 215,82,Manhattan
199,Vaughn Gray,"Vaughn GraySt. Benedict's Preparatory School (Newark, NJ)",SF,6-4 / 175,82,George Mason
200,Henry Brooks,"Henry BrooksMiller Grove (Lithonia, GA)",PF,6-7 / 220,82,Pennsylvania
201,Traevon Jackson,"Traevon JacksonWesterville South (Westerville, OH)",SG,6-2 / 190,82,Wisconsin
202,K.J. McDaniels,"K.J. McDanielsCentral Park Christian Schools (Birmingham, AL)",SF,6-6 / 195,82,Clemson
203,Kameron Woods,"Kameron WoodsEastern (Louisville, KY)",PF,6-8 / 190,82,Butler
204,Terran Petteway,"Terran PettewayBall (Galveston, TX)",SF,6-6 / 185,82,Texas Tech
205,Kyan Anderson,"Kyan AndersonNorth Crowley (Fort Worth, TX)",PG,5-11 / 160,82,TCU
206,Daniel (T.J.) Sapp,"Daniel (T.J.) SappNortheast (Fort Lauderdale, FL)",SG,6-3 / 190,82,Clemson
207,Jamie Crockett,"Jamie CrockettCrete-Monee (Crete, IL)",SF,6-4 / 185,82,DePaul
208,Dominique Dunning,"Dominique DunningCentennial (Corona, CA)",SG,6-3 / 180,82,New Mexico
209,Roosevelt Jones,"Roosevelt JonesO'Fallon (O'Fallon, IL)",SF,6-4 / 195,82,Butler
210,Malick Kone,"Malick KoneBlue Ridge School (Dyke, VA)",SG,6-6 / 185,81,Rutgers
211,Lonnie Jackson,"Lonnie JacksonValencia (Valencia, CA)",SG,6-3 / 165,81,Boston College
212,Alexis Moore,"Alexis MooreLong Beach Poly (Long Beach, CA)",PG,6-1 / 165,81,USC
213,Wayne Martin,"Wayne MartinProvidence (Jacksonville, FL)",PF,6-7 / 190,81,UCF
214,Avery Dingman,"Avery DingmanBranson (Branson, MO)",SF,6-6 / 215,81,Creighton
215,Shaquille Boga,"Shaquille BogaMcCluer (Florissant, MO)",PG,6-5 / 175,81,Wisconsin-Milwaukee
216,Charles McKinney,"Charles McKinneyQuality Education Academy (Winston Salem, NC)",SG,6-3 / 190,81,DePaul
217,Corey Hilliard,"Corey HilliardRaytown South (Kansas City, MO)",PG,6-1 / 175,81,Nebraska
218,Chase Fischer,"Chase FischerRipley (Ripley, WV)",SG,6-3 / 165,81,Wake Forest
219,Alex Carr,"Alex CarrMinor  (Adamsville, AL)",SG,6-2 / 180,81,Louisiana Tech
220,Keaton Miles,"Keaton MilesLincoln (Dallas, TX)",SF,6-7 / 190,81,West Virginia
221,Vinny Zollo,"Vinny ZolloGeorge Rogers Clark (Winchester, KY)",PF,6-8 / 245,81,Western Kentucky
222,Greg Whittington,"Greg WhittingtonOakland Mills (Columbia, MD)",PF,6-8 / 195,81,Georgetown
223,Aaron White,"Aaron WhiteStrongsville (Strongsville, OH)",PF,6-8 / 215,81,Iowa
224,Byron Wesley,"Byron WesleyEtiwanda (Rancho Cucamonga, CA)",SF,6-5 / 190,81,USC
225,Cedrick McAfee,"Cedrick McAfeeMelrose (Memphis, TN)",SG,6-3 / 175,80,Auburn
226,Anthony Stitt,"Anthony StittButler (Matthews, NC)",PG,6-0 / 170,80,College of Charleston
227,Darius Nelson,"Darius NelsonSheldon (Sacramento, CA)",SF,6-5 / 220,80,UTEP
228,Greg Lewis,"Greg LewisSt. Frances Academy (Baltimore, MD)",PF,6-9 / 225,80,Rutgers
229,Ike Nwamu,"Ike NwamuWestchester Country Day School (High Point, NC)",SG,6-3 / 205,80,Cleveland State
230,Donnie Hale,"Donnie HaleNew Albany Senior (Bridgton, ME)",PF,6-8 / 195,80,Purdue
231,Ramon Eaton,"Ramon EatonSheldon (Sacramento, CA)",SF,6-7 / 180,80,Pepperdine
232,Darwin Davis,"Darwin DavisBloomington South (Bloomington, IN)",PG,5-9 / 160,80,Xavier
233,John Cannon,"John CannonMountain Heritage (Burnsville, NC)",C,6-11 / 230,80,Georgia
234,Pat Forsythe,"Pat ForsytheBrunswick (Brunswick, OH)",C,6-10 / 210,80,West Virginia
235,Frank Kaminsky,"Frank KaminskyBenet Academy (Lisle, IL)",C,6-10 / 220,80,Wisconsin
236,Tommie McCune,"Tommie McCuneSaginaw (Saginaw, MI)",SF,6-7 / 185,80,West Virginia
237,Brett Kingma,"Brett KingmaJackson (Bothell, WA)",PG,6-1 / 171,80,Oregon
238,LaDarius White,"LaDarius WhiteMcComb (McComb, MS)",SG,6-4 / 205,80,Ole Miss
239,Freddie Wilson,"Freddie WilsonJames Hillhouse (New Haven, CT)",SG,6-2 / 180,80,Seton Hall
240,Devonta Abron,"Devonta AbronSeagoville (Dallas, TX)",PF,6-8 / 225,80,Arkansas
241,Johan Van Zegeren,"Johan Van ZegerenCanarias Basketball Academy (Na, NA)",PF,6-10 / 220,70,Virginia Tech
242,Tyrell Corbin,"Tyrell CorbinWest (Salt Lake City, UT)",PG,6-0 / 170,70,UC Davis
