Year,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2021,28,"Richard Washington, Jr.",SJSU,16,32.1,19.5,6.7,16.7,.401,2.6,7.5,.342,3.6,4.5,.792,1.4,3.8,5.2,2.2,0.4,0.2,1.9,1.6
2021,29,Bones Hyland,VCU,24,31.9,19.5,6.3,14.2,.447,2.9,7.8,.371,3.9,4.5,.862,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2
2021,30,Marcus Carr,MINN,29,35.8,19.4,6.0,15.6,.385,2.1,6.5,.317,5.3,6.7,.799,0.8,3.2,4.0,4.9,1.3,0.1,2.3,2.3
2021,31,Jalen Ray,HOF,23,37.2,19.3,6.7,15.8,.420,2.8,7.5,.370,3.3,3.9,.843,0.6,2.8,3.3,3.3,1.7,0.3,2.1,2.3
2021,32,Devante' Jones,CCU,26,32.7,19.3,6.4,13.2,.487,1.9,5.2,.368,4.6,5.3,.862,1.5,5.6,7.2,2.9,2.8,0.2,2.3,2.5
2021,33,Zach Nutall,SHSU,28,29.3,19.3,6.9,15.6,.439,2.5,6.7,.372,3.1,4.5,.696,0.9,4.8,5.7,1.8,1.0,0.3,3.1,2.0
2021,34,Danny Pippen,KENT,20,31.9,19.3,6.6,16.3,.403,2.5,8.0,.308,3.8,4.7,.806,2.7,6.0,8.7,2.8,0.8,1.3,3.7,2.4
2021,35,Justin Turner,BGSU,25,34.7,19.3,6.6,16.0,.411,1.3,4.3,.296,4.9,5.6,.878,0.7,3.6,4.3,4.3,1.5,0.2,1.9,1.8
2021,36,Isaiah Miller,UNCG,29,30.7,19.2,8.2,17.7,.463,0.3,1.7,.208,2.5,4.0,.624,1.5,5.3,6.8,4.0,2.6,0.3,3.0,2.3
2021,37,Cam Shelton,NAU,22,35.6,19.2,6.5,15.6,.420,1.1,3.3,.347,5.0,6.9,.717,1.1,4.8,5.9,4.2,1.5,0.0,3.3,2.1
2021,38,Jase Townsend,DEN,20,32.7,19.2,6.4,14.7,.437,2.0,5.8,.339,4.4,5.0,.889,0.6,3.6,4.2,2.2,1.1,0.0,2.5,2.5
2021,39,Remy Martin,ASU,23,33.5,19.1,6.1,14.2,.433,2.0,5.9,.346,4.8,6.2,.776,0.5,2.3,2.8,3.7,1.2,0.0,2.4,1.6
2021,40,James Bishop IV,GW,17,36.2,19.1,6.5,15.3,.427,1.5,4.4,.338,4.6,6.2,.736,0.4,2.5,2.9,5.1,0.8,0.2,3.6,1.5
2021,41,Trayce Jackson-Davis,IU,27,34.3,19.1,6.8,13.1,.517,0.0,0.0,.000,5.6,8.5,.655,3.2,5.8,9.0,1.4,0.7,1.4,2.2,2.1
2021,42,Troymain Crosby,ALCST,15,29.4,19.1,6.3,13.7,.459,0.5,1.8,.296,6.0,7.3,.826,1.4,4.0,5.4,0.7,1.0,0.0,2.5,3.3
2021,43,Tyler Thomas,HEART,17,36.5,19.1,6.4,16.1,.394,2.8,8.4,.331,3.6,4.4,.813,1.6,3.6,5.2,2.9,0.8,0.5,2.8,1.2
2021,44,Drew Timme,ZAGS,32,28.1,19.0,7.4,11.3,.655,0.2,0.7,.286,4.0,5.8,.696,2.3,4.8,7.0,2.3,0.7,0.7,1.8,2.3
2021,45,Kendric Davis,SMU,17,34.6,19.0,6.7,13.9,.481,1.5,3.9,.373,4.1,4.9,.833,0.5,3.7,4.2,7.6,1.6,0.1,2.4,1.6
2021,46,A.J. Plitzuweit,SODAK,22,34.2,19.0,6.0,13.3,.455,2.4,5.5,.433,4.5,5.0,.892,0.6,3.5,4.2,3.9,1.0,0.1,2.3,2.9
2021,47,Keaston Willis,UIW,20,33.8,19.0,6.3,14.7,.425,2.1,5.6,.366,4.4,5.8,.759,0.5,4.0,4.5,2.1,1.2,0.1,2.6,2.0
2021,48,Hayden Brown,CTDL,24,31.5,18.8,6.6,13.0,.508,1.1,3.8,.286,4.5,6.3,.704,2.3,8.2,10.5,2.8,1.1,0.4,2.5,2.8
2021,49,Tyson Walker,NEU,19,34.9,18.8,6.5,14.6,.444,2.1,5.9,.354,3.7,4.8,.772,0.5,2.4,2.9,4.8,2.4,0.1,3.3,2.0
2021,50,Tre Mitchell,UMass,13,32.2,18.8,6.4,12.3,.519,1.2,3.1,.375,4.8,6.3,.768,1.4,5.8,7.2,2.2,1.2,1.5,2.2,2.7
2021,51,Souley Boum,UTEP,24,35.0,18.8,5.4,14.3,.380,2.5,6.5,.387,5.4,6.7,.813,0.3,3.4,3.7,2.5,1.4,0.2,2.2,2.3
2021,52,Kevin Obanor,ORU,28,31.9,18.7,6.4,12.6,.503,2.0,4.3,.463,4.0,4.6,.875,2.2,7.5,9.6,1.1,0.5,0.7,2.2,2.8
2021,53,Corey Kispert,ZAGS,32,31.8,18.6,6.5,12.3,.529,2.8,6.5,.440,2.7,3.1,.878,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7
2021,54,Grant Sherfield,UNR,26,34.7,18.6,5.9,13.6,.433,1.8,4.9,.367,5.0,5.8,.855,0.3,3.5,3.7,6.1,1.6,0.0,2.8,1.5
2021,55,Ryan Davis,UVM,13,27.2,18.5,7.3,12.5,.586,1.3,3.2,.415,2.6,3.2,.810,1.8,4.5,6.3,1.1,0.5,0.6,1.5,2.5
2021,56,Oscar da Silva,STAN,24,32.2,18.5,6.7,11.7,.569,0.6,1.9,.311,4.6,5.8,.791,1.8,5.0,6.7,2.4,0.9,1.0,2.5,2.8
2021,57,Isaiah Ross,IONA,18,34.4,18.4,6.4,14.1,.455,2.6,6.7,.383,3.1,3.8,.812,0.8,3.1,3.9,1.4,1.4,0.1,2.9,1.7
2021,58,Greg Parham,VMI,25,33.9,18.4,6.7,13.8,.484,2.6,5.9,.435,2.5,3.1,.795,0.7,3.2,3.9,4.0,1.1,0.1,2.2,1.8
2021,59,Ethan Esposito,CSUS,20,33.5,18.3,6.4,13.3,.481,0.5,2.1,.220,5.1,6.8,.743,1.8,5.7,7.5,2.0,0.8,0.2,2.7,2.6
2021,60,Matthew Hurt,DUKE,24,32.8,18.3,6.8,12.3,.556,2.3,5.3,.444,2.3,3.2,.724,1.5,4.7,6.1,1.4,0.7,0.7,1.2,3.2
2021,61,Austin Reaves,OKLA,25,34.6,18.3,5.6,12.6,.443,1.3,4.2,.305,5.9,6.8,.865,0.8,4.6,5.5,4.6,0.9,0.3,3.0,1.7
2021,62,Jayden Gardner,ECAR,19,35.1,18.3,6.5,13.5,.479,0.2,0.3,.500,5.2,7.0,.737,2.1,6.3,8.3,1.4,0.6,0.2,2.4,2.2
2021,63,Ahmed Ali,UP,17,30.6,18.2,5.6,12.1,.463,2.2,5.9,.366,4.8,5.7,.845,0.9,1.9,2.8,3.1,0.9,0.0,2.7,2.1
2021,64,Marreon Jackson,U of T,30,34.1,18.1,5.9,14.6,.403,2.9,8.2,.348,3.4,3.8,.904,0.6,5.5,6.1,5.9,1.8,0.3,3.0,2.0
2021,65,Jahmir Young,CHAR,25,37.6,18.0,5.6,13.2,.423,1.8,5.3,.338,5.0,6.0,.834,0.8,4.2,4.9,2.5,1.0,0.3,2.4,0.9
2021,66,Justin Champagnie,PITT,20,34.4,18.0,6.7,14.1,.477,1.2,3.7,.311,3.5,4.9,.711,3.4,7.7,11.1,1.6,1.2,1.3,1.5,1.8
2021,67,Matt Bradley,Cal,22,30.3,18.0,5.9,13.0,.455,1.8,5.0,.364,4.4,5.3,.821,1.0,3.6,4.6,1.7,0.4,0.2,2.8,2.7
2021,68,Eli Scott,LOYMR,22,35.5,18.0,6.4,12.9,.495,0.4,1.5,.242,4.9,6.9,.704,2.5,5.7,8.2,3.6,0.6,0.5,3.8,2.5
2021,69,Jalen Moore,OAKL,30,37.8,17.9,5.3,13.8,.383,1.7,4.9,.349,5.7,7.3,.776,0.3,3.9,4.1,8.4,1.7,0.1,3.8,1.7
2021,70,"Travon Broadway, Jr.",CMU,18,29.9,17.9,5.8,12.6,.465,1.5,4.1,.370,4.7,6.6,.720,1.7,3.7,5.4,1.8,1.7,0.1,1.7,1.7
2021,71,Bryce Hamilton,UNLV,24,32.5,17.9,7.3,17.0,.430,1.5,4.7,.313,1.8,2.7,.656,1.2,4.8,6.0,3.0,1.3,0.1,2.7,2.5
2021,72,Quentin Grimes,U of H,30,32.7,17.8,5.8,14.2,.406,3.3,8.3,.403,3.0,3.8,.788,1.6,4.1,5.7,2.0,1.4,0.3,1.8,2.2
2021,73,Riley Grigsby,SEA,21,36.5,17.8,6.7,14.9,.449,2.1,5.4,.386,2.4,3.1,.769,1.5,3.6,5.1,1.1,0.9,0.6,1.8,2.6
2021,74,Buddy Boeheim,SYRA,25,36.2,17.8,6.4,14.9,.433,3.1,8.0,.383,1.8,2.1,.849,0.6,2.1,2.6,2.6,1.3,0.0,1.6,1.6
2021,75,Storm Murphy,WOFF,24,34.3,17.8,6.0,12.7,.470,2.9,7.3,.400,2.9,3.5,.843,0.6,2.7,3.3,4.3,1.0,0.0,2.7,1.2
2021,76,Jaylen Sims,UNCW,12,33.9,17.8,5.3,12.0,.438,1.8,4.6,.382,5.5,7.1,.776,0.8,4.6,5.3,1.8,0.8,0.1,2.6,2.0
2021,77,Isaac Bonton,WSU,21,35.1,17.7,6.1,15.6,.391,1.9,5.7,.328,3.7,5.6,.658,0.3,3.6,4.0,4.0,2.0,0.2,3.5,2.0
2021,78,Isiah Brown,WEBER,23,31.3,17.7,6.0,12.3,.491,1.7,5.0,.339,3.9,4.7,.833,0.3,3.3,3.5,3.0,1.3,0.1,1.8,2.5
2021,79,Kofi Cockburn,ILL,31,27.0,17.7,6.9,10.5,.654,0.0,0.0,.000,3.9,7.0,.553,3.4,6.1,9.5,0.2,0.3,1.3,1.7,2.5
2021,80,Elijah Ford,WAGNR,18,33.3,17.7,7.1,12.1,.587,0.1,0.4,.250,3.3,4.4,.750,2.8,4.9,7.7,1.6,2.0,0.7,2.3,2.8
2021,81,Charles Bassey,WKU,28,30.3,17.6,6.9,11.8,.590,0.6,2.1,.305,3.1,4.1,.759,3.3,8.3,11.6,0.7,0.4,3.1,2.2,2.4
2021,82,Kaiden Rice,CTDL,25,33.8,17.6,6.0,14.6,.414,3.7,10.6,.348,1.9,2.1,.887,0.7,3.5,4.2,1.1,0.4,0.0,1.4,1.5
2021,83,Jalen Crutcher,DAY,24,38.0,17.6,6.0,13.0,.463,2.0,5.4,.372,3.6,4.8,.763,0.3,3.2,3.5,4.8,0.8,0.0,3.0,2.1
2021,84,"Nate Williams, Jr.",BUFF,25,30.9,17.6,7.1,14.6,.486,1.4,3.5,.386,2.0,2.9,.708,1.7,5.0,6.8,2.4,1.1,0.4,2.5,1.7
2021,85,Colbey Ross,PEPP,27,37.6,17.5,5.5,12.7,.436,1.6,4.7,.341,4.9,5.8,.846,0.6,3.6,4.1,7.7,1.1,0.3,3.8,2.7
2021,86,Sandro Mamukelashvili,SETON,27,35.5,17.5,6.2,14.3,.434,1.6,4.6,.336,3.5,4.9,.714,1.9,5.7,7.6,3.2,1.1,0.6,3.3,1.7
2021,87,Dontarius James,JAC,22,30.0,17.5,5.8,12.9,.451,2.5,6.9,.364,3.3,4.1,.802,0.9,3.5,4.3,1.1,1.0,0.8,3.2,2.5
2021,88,Moses Wright,GT,25,35.4,17.4,7.0,13.2,.530,0.5,1.2,.414,2.9,4.4,.658,3.2,4.9,8.0,2.3,1.5,1.6,1.6,2.6
2021,89,Taylor Funk,STJOE,20,32.3,17.4,6.0,12.4,.482,2.6,7.4,.354,2.9,3.4,.838,1.8,3.9,5.7,1.5,0.8,0.8,1.4,2.8
2021,90,Jamaree Bouyea,SANFR,25,33.7,17.3,6.9,13.8,.500,1.6,4.3,.370,1.8,2.4,.754,0.8,2.9,3.7,3.7,1.5,0.2,2.4,2.0
2021,91,Tyrn Flowers,LIU,18,33.2,17.3,6.7,14.5,.464,1.5,5.1,.293,2.3,3.5,.667,2.4,5.7,8.1,3.6,1.9,1.2,2.3,1.9
2021,92,Jamison Battle,GW,15,36.5,17.3,6.3,13.2,.475,2.3,6.4,.354,2.5,3.1,.787,0.4,4.8,5.2,0.7,0.9,0.3,2.2,1.7
2021,93,Jr. Clay,TNTCH,24,34.3,17.3,6.0,13.8,.434,2.4,7.0,.347,2.8,3.9,.723,0.5,2.3,2.9,3.7,1.8,0.2,2.8,1.6
2021,94,Ray Harrison,PRSBY,20,34.6,17.3,5.8,14.9,.391,2.1,5.9,.350,3.6,4.5,.800,1.4,4.2,5.6,2.5,1.4,0.4,2.7,1.8
2021,95,Timmy Allen,U of U,25,35.1,17.2,6.2,13.3,.465,0.4,1.6,.268,4.4,5.7,.769,1.2,5.3,6.4,3.9,1.3,0.2,3.1,1.8
2021,96,Amari Davis,UWGB,25,35.5,17.2,6.4,15.1,.422,0.9,3.3,.280,3.6,4.5,.804,0.6,3.0,3.7,1.9,1.4,0.3,1.5,2.4
2021,97,Kessler Edwards,PEPP,27,34.0,17.2,6.1,12.4,.491,1.7,4.4,.378,3.4,3.9,.876,1.2,5.6,6.8,1.2,1.0,1.2,1.8,2.1
2021,98,Brandon McKissic,UMKC,18,34.0,17.2,6.7,13.1,.508,1.7,3.9,.429,2.2,3.3,.667,0.6,3.1,3.7,3.3,1.5,0.1,3.0,2.8
2021,99,De'Torrion Ware,MORST,22,24.9,17.2,5.5,12.8,.427,2.5,6.3,.388,3.8,4.6,.832,2.0,3.7,5.7,1.3,1.4,0.1,1.9,2.0
2021,100,Tyreke Key,INDST,23,33.9,17.2,5.8,12.3,.472,1.3,4.3,.316,4.3,5.1,.838,1.0,4.4,5.3,2.0,1.1,0.3,1.8,1.5
2022,1,Peter Kiss,BRYNT,27,35.7,25.2,9.1,20.0,.456,1.9,6.3,.296,5.1,6.5,.784,1.4,4.3,5.8,3.2,1.7,0.3,4.2,2.2
2022,2,Darius McGhee,LBRTY,33,33.6,24.6,8.4,18.3,.456,4.3,11.0,.390,3.6,4.1,.881,0.5,4.0,4.5,3.6,1.2,0.2,3.0,1.3
2022,3,Antoine Davis,UDM,29,37.0,23.9,8.2,19.1,.429,3.9,10.3,.379,3.6,4.1,.882,0.5,3.1,3.6,4.4,1.0,0.0,3.3,1.7
2022,4,Keegan Murray,IOWA,35,31.9,23.5,8.8,15.8,.554,1.9,4.7,.398,4.1,5.4,.747,2.9,5.8,8.7,1.5,1.3,1.9,1.1,1.9
2022,5,Max Abmas,ORU,30,36.8,22.8,7.5,17.9,.422,3.8,9.8,.389,4.0,4.7,.850,0.3,3.1,3.4,3.7,1.0,0.1,2.3,1.9
2022,6,Bryce Hamilton,UNLV,32,32.2,21.8,7.6,17.8,.430,2.5,7.2,.346,4.0,5.3,.768,0.7,4.3,5.0,2.2,0.8,0.1,1.9,1.8
2022,7,"Terrell Brown, Jr.",UWASH,32,36.1,21.7,8.0,17.8,.452,0.4,1.9,.200,5.3,6.8,.772,1.2,3.0,4.2,4.3,2.2,0.5,2.4,1.5
2022,8,Javon Freeman-Liberty,DEP,24,35.0,21.7,7.3,17.0,.430,2.0,5.5,.368,5.0,6.7,.739,1.8,5.5,7.3,3.2,1.7,0.1,2.2,2.2
2022,9,Tavian Dunn-Martin,FGCU,33,33.3,21.4,6.7,16.3,.410,3.2,8.7,.368,4.8,5.5,.878,0.5,2.6,3.1,6.0,1.1,0.0,3.7,1.4
2022,10,Daylen Kountz,NOCOL,37,34.3,21.2,7.8,15.2,.512,1.6,3.8,.421,4.1,5.0,.823,0.4,3.7,4.1,2.6,0.8,0.4,2.4,2.3
2022,11,Kofi Cockburn,ILL,28,30.7,20.9,8.1,13.6,.593,0.0,0.0,.000,4.8,7.3,.655,3.4,7.2,10.6,0.8,0.8,1.0,2.3,2.4
2022,12,Jordan Dingle,PENN,26,31.9,20.9,7.6,17.1,.446,2.5,7.6,.335,3.1,3.8,.810,0.7,3.0,3.6,2.4,0.8,0.0,3.0,1.7
2022,13,Ty Gordon,NICH,29,33.9,20.8,7.8,17.3,.449,3.6,10.0,.355,1.7,2.6,.645,0.7,2.6,3.3,3.1,1.4,0.0,2.6,1.7
2022,14,"Scotty Pippen, Jr.",VANDY,36,33.0,20.4,6.2,14.9,.416,1.8,5.5,.325,6.2,8.4,.744,0.8,2.7,3.6,4.4,1.9,0.2,3.4,2.4
2022,15,Isiaih Mosley,MZZST,34,31.6,20.4,7.4,14.6,.504,2.1,4.8,.427,3.5,3.9,.902,1.0,5.2,6.2,2.3,1.2,0.2,2.7,2.0
2022,16,Jordan Walker,UAB,34,31.8,20.3,6.5,16.2,.400,3.4,8.6,.396,3.9,4.4,.880,0.1,2.7,2.8,4.9,1.5,0.0,3.6,1.9
2022,17,Derek St. Hilaire,NEWOR,31,33.4,20.1,6.8,16.3,.418,1.9,6.0,.324,4.6,5.5,.826,0.3,3.6,3.9,2.6,1.8,0.2,3.0,2.3
2022,18,Tanner Holden,WRST,36,35.4,20.1,6.8,13.6,.497,0.4,1.1,.341,6.1,7.8,.789,2.2,4.9,7.1,2.6,1.4,0.2,2.5,2.5
2022,19,Antonio Reeves,ILLST,33,35.0,20.1,7.2,15.3,.468,2.3,5.9,.390,3.4,4.2,.818,0.6,3.0,3.5,1.8,1.1,0.5,2.3,1.8
2022,20,Jamal Cain,OAKL,30,34.9,19.9,7.3,14.6,.499,1.1,3.8,.298,4.2,5.0,.841,3.0,7.2,10.2,0.7,1.8,0.6,2.2,3.4
2022,21,Malachi Smith,CHATT,35,35.4,19.9,7.1,14.3,.493,1.7,4.1,.407,4.1,4.9,.827,1.7,5.0,6.7,3.0,1.7,0.1,2.3,1.2
2022,22,David Azore,UTA,26,34.6,19.8,6.3,15.4,.406,1.3,4.2,.309,6.0,7.1,.843,0.3,4.2,4.5,1.8,0.9,0.1,3.0,2.0
2022,23,Souley Boum,UTEP,30,36.7,19.8,6.0,14.6,.409,2.1,5.8,.368,5.7,6.8,.847,0.6,3.9,4.5,2.9,1.8,0.2,2.0,2.0
2022,24,"Lamar Norman, Jr.",WMY,30,34.7,19.8,7.0,15.8,.445,3.4,9.0,.373,2.4,3.0,.798,0.4,2.7,3.1,1.8,0.8,0.1,2.0,1.3
2022,25,Johnny Davis,UWISC,31,34.2,19.7,6.8,15.9,.427,1.2,3.9,.306,5.0,6.3,.791,1.3,6.9,8.2,2.1,1.2,0.7,2.3,2.0
2022,26,Mark Sears,OHIO,35,35.7,19.7,6.2,14.0,.444,1.7,4.2,.408,5.5,6.2,.885,2.0,4.0,6.0,4.1,1.7,0.1,3.2,1.9
2022,27,Teddy Allen,NMSU,34,33.4,19.6,6.3,14.4,.438,2.2,6.6,.335,4.8,5.5,.876,1.0,5.7,6.7,2.6,1.2,0.1,2.8,2.3
2022,28,Jahmir Young,CHAR,31,35.8,19.6,6.8,14.5,.468,1.8,5.3,.341,4.3,4.8,.892,0.7,5.2,5.9,3.7,1.1,0.5,2.1,1.0
2022,29,Jake Stephens,VMI,30,33.1,19.6,6.6,12.0,.551,2.5,5.0,.490,3.8,4.8,.804,1.7,7.3,9.0,3.3,0.5,2.0,2.5,2.1
2022,30,Graham Ike,UWYOM,33,31.7,19.5,7.3,14.3,.510,0.1,0.3,.273,4.8,6.7,.716,2.8,6.8,9.6,1.3,0.7,0.3,3.3,3.3
2022,31,Orlando Robinson,FRSNO,36,33.0,19.4,7.0,14.4,.484,1.0,2.9,.352,4.5,6.3,.716,2.6,5.8,8.4,2.9,1.0,1.2,2.5,2.4
2022,32,Kendric Davis,SMU,32,34.7,19.4,5.8,13.1,.439,2.4,6.5,.372,5.5,6.4,.868,0.5,3.3,3.8,4.4,1.5,0.1,2.7,2.1
2022,33,E.J. Liddell,OSU,32,33.2,19.4,6.3,12.9,.490,1.4,3.8,.374,5.3,6.9,.765,2.3,5.7,7.9,2.5,0.6,2.5,2.4,2.5
2022,34,Ques Glover,SAMF,29,31.1,19.2,7.0,15.0,.468,1.1,3.6,.308,4.1,5.2,.789,0.6,2.2,2.8,4.4,1.2,0.0,2.8,2.2
2022,35,Julian Champagnie,STJ,31,34.3,19.2,7.1,17.2,.414,2.1,6.2,.337,2.9,3.7,.781,1.4,5.3,6.6,2.0,2.0,1.1,1.5,1.5
2022,36,Tyrn Flowers,LIU,29,34.7,19.2,7.0,15.3,.454,3.0,7.7,.390,2.3,3.0,.750,2.2,5.6,7.8,3.2,1.4,1.6,2.4,1.7
2022,37,David Roddy,COLST,31,32.9,19.2,7.2,12.5,.571,1.5,3.4,.438,3.4,4.9,.691,1.8,5.7,7.5,2.9,1.2,1.1,2.3,2.3
2022,38,Azar Swain,YALE,31,34.5,19.2,6.5,15.5,.420,2.3,6.5,.348,3.9,4.4,.891,0.4,3.8,4.1,1.6,0.8,0.1,2.3,1.2
2022,39,Buddy Boeheim,SYRA,32,37.8,19.2,6.7,16.4,.406,2.8,8.0,.342,3.1,3.5,.884,0.6,2.8,3.4,3.1,1.5,0.1,1.8,1.7
2022,40,"Nate Williams, Jr.",BUFF,29,32.6,19.1,7.5,15.3,.490,2.1,4.6,.451,2.1,3.0,.690,1.1,3.9,5.0,2.9,1.4,0.8,2.9,1.4
2022,41,Taevion Kinsey,MARSH,31,37.0,19.1,7.1,16.5,.429,0.5,3.0,.183,4.4,5.9,.745,2.2,2.9,5.1,4.2,1.0,0.1,2.7,1.5
2022,42,Grant Sherfield,UNR,28,35.7,19.1,6.7,15.4,.435,1.6,4.8,.333,4.1,4.7,.871,0.2,4.0,4.2,6.4,0.6,0.0,3.3,2.0
2022,43,Bryce Fowler,CSUS,29,33.4,19.0,7.5,15.0,.499,0.7,2.0,.322,3.4,4.9,.692,0.9,4.3,5.3,4.0,1.4,0.3,2.4,2.3
2022,44,Fardaws Aimaq,UVU,32,34.3,18.9,6.9,14.2,.490,0.6,1.4,.435,4.4,6.1,.723,3.0,10.6,13.6,1.7,0.7,1.3,3.0,2.7
2022,45,Jose Perez,MAN,30,33.2,18.9,5.9,14.9,.399,1.0,3.7,.259,6.1,7.6,.802,0.7,2.5,3.2,4.5,0.8,0.4,3.3,1.6
2022,46,Cam Spencer,L-MD,30,37.0,18.9,6.9,14.8,.468,2.0,5.6,.353,3.0,3.5,.858,0.5,4.3,4.8,3.2,2.3,0.2,1.3,1.5
2022,47,Ryan Rollins,U of T,34,32.7,18.9,6.8,14.6,.468,1.4,4.4,.311,3.8,4.8,.802,0.7,5.3,6.0,3.6,1.7,0.3,2.2,2.4
2022,48,M.J. Randolph,FAMU,30,38.6,18.8,6.9,14.9,.465,0.4,1.5,.239,4.6,6.7,.687,1.4,4.8,6.2,3.5,2.0,0.1,3.4,2.1
2022,49,Jalen Cone,NAU,32,34.7,18.8,6.2,15.9,.387,2.9,8.3,.352,3.6,4.3,.827,0.6,2.4,3.0,3.6,0.7,0.0,3.7,2.3
2022,50,A.J. Green,UNI,31,36.4,18.8,5.6,13.8,.410,3.0,7.7,.388,4.5,4.9,.915,0.2,3.5,3.7,2.5,0.8,0.0,2.2,1.6
2022,51,Ochai Agbaji,KU,39,35.0,18.8,6.6,13.9,.475,2.6,6.5,.409,2.9,3.9,.743,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.7
2022,52,Hayden Brown,CTDL,30,32.2,18.8,6.9,13.4,.515,1.1,3.9,.284,3.9,6.2,.627,2.2,7.3,9.5,2.3,1.1,0.2,2.3,2.5
2022,53,Savion Flagg,SHSU,32,33.4,18.6,7.1,16.2,.436,2.3,6.6,.351,2.2,4.3,.515,2.3,5.9,8.2,2.2,1.0,0.3,2.5,1.7
2022,54,Hunter Dickinson,MICH,32,32.2,18.6,7.5,13.3,.563,0.7,2.0,.328,2.9,3.6,.802,2.3,6.2,8.6,2.3,0.5,1.5,2.0,2.7
2022,55,Alondes Williams,WF,35,34.1,18.5,6.9,13.6,.507,1.1,4.1,.282,3.6,5.2,.691,1.4,5.0,6.4,5.2,1.2,0.4,3.6,2.1
2022,56,Aaron Estrada,HOF,32,35.2,18.5,7.2,15.1,.477,1.9,5.8,.330,2.3,2.4,.935,0.5,5.2,5.7,5.0,1.5,0.2,2.6,1.3
2022,57,Hunter Maldonado,UWYOM,33,37.3,18.5,6.5,13.0,.495,0.6,2.5,.250,4.9,6.9,.711,1.0,4.7,5.7,6.3,1.2,0.1,3.7,2.8
2022,58,Grant Basile,WRST,36,32.6,18.4,6.9,13.8,.498,1.1,3.8,.283,3.6,4.6,.784,2.6,5.9,8.5,2.0,0.9,1.6,3.0,2.8
2022,59,Drew Timme,ZAGS,32,28.1,18.4,7.3,12.4,.586,0.3,0.9,.286,3.7,5.4,.678,1.8,4.9,6.8,2.8,0.3,0.8,2.5,1.6
2022,60,John-Michael Wright,HP,32,34.9,18.4,6.1,14.9,.410,2.0,5.6,.363,4.2,5.3,.778,0.7,3.7,4.4,3.4,1.0,0.3,2.6,2.3
2022,61,J.D. Notae,ARK,36,33.1,18.3,6.5,16.4,.396,2.1,6.9,.297,3.3,4.3,.774,0.6,4.0,4.6,3.7,2.3,0.7,2.9,2.6
2022,62,Trayce Jackson-Davis,IU,35,32.3,18.3,7.0,11.9,.589,0.0,0.1,.000,4.2,6.2,.674,2.2,5.9,8.1,1.9,0.6,2.3,1.7,1.9
2022,63,Darius Lee,HCU,27,32.4,18.2,6.7,12.5,.537,0.6,2.0,.291,4.2,5.5,.770,2.2,6.1,8.3,3.2,2.4,0.4,2.3,1.9
2022,64,"Jamal Mashburn, Jr.",UNM,32,33.8,18.2,6.5,15.1,.428,1.6,4.6,.342,3.7,4.7,.787,0.3,2.5,2.7,2.1,0.6,0.1,2.1,1.8
2022,65,Koby McEwen,WEBER,33,34.1,18.2,5.4,12.0,.453,2.1,5.8,.352,5.2,6.3,.832,0.7,3.5,4.2,2.2,1.4,0.3,2.3,2.8
2022,66,Marcus Hammond,NIAG,29,34.0,18.1,6.0,14.0,.430,2.3,6.3,.370,3.7,4.5,.831,0.7,4.0,4.7,2.9,0.8,0.3,2.2,2.0
2022,67,Kamarion Williams,MRRY,34,29.1,18.0,7.2,13.4,.538,1.1,3.3,.327,2.5,3.6,.699,2.7,5.7,8.4,0.7,1.4,0.6,1.5,2.1
2022,68,Jalen Williams,SCU,33,34.8,18.0,6.6,12.9,.513,1.3,3.2,.396,3.5,4.3,.809,0.6,3.8,4.4,4.2,1.2,0.5,2.1,2.6
2022,69,Jalen Cook,TULAN,24,33.8,18.0,6.0,14.1,.429,2.2,5.5,.391,3.7,4.7,.795,0.7,1.8,2.5,3.5,1.6,0.1,2.0,2.3
2022,70,Norchad Omier,ARKST,29,28.9,17.9,7.0,11.1,.632,0.0,0.1,.333,3.9,5.3,.729,4.0,8.2,12.2,1.2,1.6,1.9,2.7,3.3
2022,71,Sincere Carry,KENT,34,36.6,17.9,6.1,14.1,.431,2.3,6.5,.353,3.4,4.4,.785,0.7,3.8,4.5,4.8,1.4,0.2,2.7,1.7
2022,72,Michael Devoe,GT,31,34.4,17.9,6.5,14.0,.462,2.3,6.2,.365,2.7,3.7,.733,0.7,4.2,4.9,3.1,1.4,0.4,2.8,2.0
2022,73,Damaria Franklin,UIC,28,31.5,17.8,7.0,15.7,.449,1.7,5.6,.297,2.1,3.1,.667,1.1,5.8,6.9,2.5,1.3,0.9,2.7,3.1
2022,74,Kameron McGusty,UMFL,37,34.0,17.8,6.4,13.4,.476,1.6,4.6,.355,3.4,4.2,.814,0.6,4.3,4.9,2.4,1.8,0.3,1.9,2.1
2022,75,Taz Sherman,WVU,31,34.0,17.7,6.1,14.6,.414,2.1,6.0,.346,3.5,4.5,.797,0.4,2.6,3.0,2.4,1.3,0.2,2.7,0.8
2022,76,Josh Oduro,GMU,27,31.5,17.7,6.7,12.7,.529,0.5,1.8,.292,3.7,5.3,.701,2.2,5.3,7.5,1.7,1.1,1.7,2.7,3.1
