Rank,Player,High School,Position,Height / Weight,Rating,Team
47,Kameron McGusty,"Kameron McGustySeven Lakes (Katy, TX)",SG,6-5 / 170,96,Oklahoma
48,De'Ron Davis,"De'Ron DavisOverland (Aurora, CO)",PF,6-10 / 240,96,Indiana
49,Schnider Herard,"Schnider HerardPrestonwood Christian (Plano, TX)",C,6-10 / 240,96,Mississippi State
50,Nick Ward,"Nick WardGahanna Lincoln (Columbus, OH)",PF,6-8 / 241,95,Michigan State
51,Jayce Johnson,"Jayce JohnsonSanta Monica (Santa Monica, CA)",C,6-11 / 225,95,Utah
52,Javin DeLaurier,"Javin DeLaurierSt. Anne's-Belfield School (Charlottesville, VA)",PF,6-9 / 215,95,Duke
53,Kostas Antetokounmpo,"Kostas AntetokounmpoDominican (Milwaukee, WI)",SF,6-9 / 190,95,Dayton
54,Ted Kapita,"Ted KapitaDME Academy (Melbourne, FL)",PF,6-8 / 240,95,NC State
55,Richard Freudenberg,"Richard FreudenbergBayern Munich (Munich, BV)",SF,6-8 / 190,95,St. John's
56,Brandon Robinson,"Brandon RobinsonDouglas County (Douglasville, GA)",SG,6-5 / 160,94,North Carolina
57,DeJon Jarreau,"DeJon JarreauMcDonogh 35 (New Orleans, LA)",CG,6-3 / 160,94,Massachusetts
58,JJ Caldwell,"JJ CaldwellCy Woods (Cypress, TX)",PG,5-11 / 180,94,Texas A&M
59,Seventh Woods,"Seventh WoodsHammond School (Columbia, SC)",CG,6-2 / 175,94,North Carolina
60,Taurean Thompson,"Taurean ThompsonBrewster Academy (Wolfeboro, NH)",C,6-9 / 200,94,Syracuse
61,Braxton Key,"Braxton KeyOak Hill Academy (Mouth Of Wilson, VA)",SF,6-8 / 220,93,Alabama
62,James Banks,"James BanksLa Lumiere School (La Porte, IN)",C,6-10 / 230,93,Texas
63,Mark Vital,"Mark VitalWashington-Marion (Lake Charles, LA)",SF,6-6 / 220,93,Baylor
64,Mario Kegler,"Mario KeglerOak Hill Academy (Jackson, MS)",SF,6-7 / 225,93,Mississippi State
65,Shamorie Ponds,"Shamorie PondsThomas Jefferson (New York, NY)",CG,5-11 / 160,93,St. John's
66,Trent Forrest,"Trent ForrestChipley (Chipley, FL)",SG,6-3 / 185,93,Florida State
67,Killian Tillie,"Killian TillieINSEP Paris (Paris, FR)",PF,6-10 / 230,93,Gonzaga
68,T.J. Gibbs,"T.J. GibbsSeton Hall Prep (West Orange, NJ)",PG,6-3 / 190,93,Notre Dame
69,Payton Pritchard,"Payton PritchardWest Linn (West Linn, OR)",PG,6-0 / 188,92,Oregon
70,Romello White,"Romello WhiteWheeler (Suwanee, GA)",PF,6-8 / 215,92,Arizona State
71,Curtis Jones,"Curtis JonesHuntington Prep (Highland Springs, VA)",CG,6-4 / 170,92,Indiana
72,M.J. Cage,"M.J. CageMater Dei (Santa Ana, CA)",PF,6-9 / 215,92,Oregon
73,Tyree Crump,"Tyree CrumpBainbridge (Bainbridge, GA)",CG,6-3 / 175,92,Georgia
74,Troy Baxter,"Troy BaxterThe Rock School (Tallahassee, FL)",PF,6-7 / 185,92,UNLV
75,Tyler Cook,"Tyler CookChaminade (Saint Louis, MO)",PF,6-8 / 240,92,Iowa
76,Kodye Pugh,"Kodye PughBlair Academy (Baltimore, MD)",SF,6-8 / 185,92,Stanford
77,Myles Powell,"Myles PowellSouth Kent School (Trenton, NJ)",PG,6-1 / 200,92,Seton Hall
78,Brison Gresham,"Brison GreshamMcDonogh 35 (New Orleans, LA)",PF,6-9 / 210,92,Massachusetts
79,Vance Jackson,"Vance JacksonSt. John Bosco (Pasadena, CA)",SF,6-8 / 220,92,Connecticut
80,Matthew Moyer,"Matthew MoyerGahanna Lincoln (Columbus, OH)",SF,6-8 / 210,92,Syracuse
81,Amir Coffey,"Amir CoffeyHopkins  (Hopkins, MN)",SG,6-8 / 190,92,Minnesota
82,Robert Williams,"Robert WilliamsNorth Caddo (Oil City, LA)",PF,6-8 / 225,92,Texas A&M
83,Anthony Cowan,"Anthony CowanSt. John's (Bowie, MD)",PG,6-0 / 170,92,Maryland
84,Tony Carr,"Tony CarrRoman Catholic (Philadelphia, PA)",PG,6-4 / 200,92,Penn State
85,Kevin Huerter,"Kevin HuerterShenendehowa (Clifton Park, NY)",SG,6-6 / 170,92,Maryland
86,JaQuori McLaughlin,"JaQuori McLaughlinPeninsula (Gig Harbor, WA)",SG,6-2 / 165,92,Oregon State
87,Jared Harper,"Jared HarperPebblebrook (Atlanta, GA)",PG,5-11 / 155,92,Auburn
88,Markell Johnson,"Markell JohnsonEast Technical (Cleveland, OH)",PG,6-1 / 170,91,NC State
89,Tyson Jolly,"Tyson JollyPutnam City West (Oklahoma City, OK)",SG,6-4 / 200,91,Baylor
90,Jaylen Fisher,"Jaylen FisherBolton (Arlington, TN)",PG,6-2 / 170,91,TCU
91,Keith Smith,"Keith SmithRainier Beach (Seattle, WA)",SF,6-7 / 190,91,Oregon
92,Lamar Stevens,"Lamar StevensRoman Catholic (Jenkintown, PA)",SF,6-7 / 225,91,Penn State
93,Zavier Simpson,"Zavier SimpsonLima Senior (Lima, OH)",PG,5-11 / 165,91,Michigan
94,Ike Anigbogu,"Ike AnigboguCentennial (Corona, CA)",C,6-9 / 230,91,UCLA
95,Sedee Keita,"Sedee KeitaPutnam Science Academy (Putnam, CT)",PF,6-9 / 225,91,South Carolina
96,Samuel Japhet-Mathias,"Samuel Japhet-MathiasLondon Academy (London, EN)",C,6-10 / 280,91,Wake Forest
97,Jacob Young,"Jacob YoungYates (Houston, TX)",PG,6-1 / 190,91,Texas
98,Deshawn Corprew,"Deshawn CorprewQuality Education Academy (Hampton, VA)",SF,6-5 / 190,91,Texas A&M
99,Brendan Bailey,"Brendan BaileyAmerican Fork (American Fork, UT)",SF,6-7 / 170,91,Marquette
100,Breein Tyree,"Breein TyreeSt Joseph (Metuchen, NJ)",PG,6-2 / 186,91,Ole Miss
101,Quentin Goodin,"Quentin GoodinTaylor County (Campbellsville, KY)",PG,6-3 / 175,91,Xavier
102,Cameron McGriff,"Cameron McGriffSouth Grand Prairie (Grand Prairie, TX)",SF,6-6 / 215,90,Oklahoma State
103,D.J. Funderburk,"D.J. FunderburkSt. Edward (Lakewood, OH)",C,6-9 / 210,90,Ohio State
104,Eli Wright,"Eli WrightApollo (Owensboro, KY)",SG,6-4 / 170,90,Mississippi State
105,Charlie Moore,"Charlie MooreMorgan Park (Chicago, IL)",PG,5-10 / 160,90,California
106,De'Andre Hunter,"De'Andre HunterFriends' Central School (Philadelphia, PA)",SG,6-7 / 180,90,Virginia
107,Alpha Diallo,"Alpha DialloBrewster Academy (Wolfeboro, NH)",SF,6-7 / 190,90,Providence
108,Eric Hester,"Eric HesterOldsmar Christian School (Oldsmar, FL)",SG,6-3 / 175,90,Florida
109,Mitch Lightfoot,"Mitch LightfootGilbert Christian (Tucson, AZ)",PF,6-8 / 200,90,Kansas
110,Kwe Parker,"Kwe ParkerWesleyan Christian (Wade, NC)",PG,6-2 / 172,90,Tennessee
111,Skylar Mays,"Skylar MaysUniversity Lab (Baton Rouge, LA)",CG,6-4 / 190,90,LSU
112,Rodney Miller,"Rodney MillerOak Hill Academy (New York, NY)",C,6-11 / 220,90,Miami
113,Jonah Mathews,"Jonah MathewsSanta Monica (Santa Monica, CA)",SG,6-2 / 165,90,USC
114,Sam Hauser,"Sam HauserStevens Point Area Senior (Stevens Point, WI)",SF,6-6 / 190,90,Marquette
115,Lamar Peters,"Lamar PetersLandry-Walker (New Orleans, LA)",PG,6-0 / 165,90,Mississippi State
116,Jacob Larsen,"Jacob LarsenSISU (Copenhagen, DN)",PF,6-10 / 230,90,Gonzaga
117,John Mooney,"John MooneyLake Brantley (Altamonte Springs, FL)",PF,6-9 / 240,90,Notre Dame
118,Tyson Carter,"Tyson CarterStarkville (Starkville, MS)",SG,6-4 / 170,90,Mississippi State
119,DeAndre Williams,"DeAndre WilliamsKlein Forest (Houston, TX)",SF,6-8 / 190,90,N/A
120,Josh Hall,"Josh HallGenesis Academy (Lynchburg, VA)",SF,6-6 / 180,90,Nevada
121,Harry Froling,"Harry FrolingAustralian Institute of Sport (Canberra, SW)",C,6-9 / 230,90,SMU
122,Cameron Lard,"Cameron LardNatchitoches Central (Natchitoches, LA)",PF,6-9 / 215,90,Iowa State
123,Austin Davis,"Austin DavisOnsted Community (Onsted, MI)",C,6-10 / 240,90,Michigan
124,Donte Fitzpatrick,"Donte FitzpatrickElev8 Sports Institute (Memphis, TN)",SG,6-5 / 175,90,Ole Miss
125,Seth Towns,"Seth TownsNorthland (Columbus, OH)",SF,6-7 / 200,89,Harvard
126,Jethro Tshisumpa,"Jethro TshisumpaMountain Mission School (Grundy, VA)",C,6-9 / 250,89,Arizona State
127,Payton Willis,"Payton WillisFayetteville (Fayetteville, AR)",PG,6-4 / 175,89,Vanderbilt
128,Maliek White,"Maliek WhiteGeorge Wythe (Richmond, VA)",PG,6-2 / 170,89,Providence
129,Clevon Brown,"Clevon BrownChurchill (San Antonio, TX)",PF,6-8 / 215,89,Vanderbilt
130,Jakolby Long,"Jakolby LongMustang (Mustang, OK)",SG,6-4 / 200,89,Iowa State
131,William McDowell-White,"William McDowell-WhiteWishart State School (Brisbane, QL)",CG,6-5 / 185,89,Fresno State
132,Devearl Ramsey,"Devearl RamseySierra Canyon (Chatsworth, CA)",PG,5-11 / 175,89,Nevada
133,Oscar Frayer,"Oscar FrayerMoreau Catholic (Hayward, CA)",SF,6-5 / 175,89,N/A
134,Quentin Jackson,"Quentin JacksonCarlisle School (Raleigh, NC)",CG,6-4 / 195,89,Charlotte
135,Koby McEwen,"Koby McEwenWasatch Academy (Mount Pleasant, UT)",PG,6-3 / 180,89,Utah State
136,Rui Hachimura,"Rui HachimuraMeisei (Tokyo, JP)",SF,6-8 / -,89,Gonzaga
137,Solomon Young,"Solomon YoungSacramento (Sacramento, CA)",PF,6-6 / 215,89,Iowa State
138,Tyrique Jones,"Tyrique JonesVermont Academy (Saxtons River, VT)",PF,6-7 / 235,89,Xavier
139,Carsen Edwards,"Carsen EdwardsAtascocita (Humble, TX)",PG,6-0 / 175,89,Purdue
140,Zach Norvell Jr.,"Zach Norvell Jr.Simeon (Chicago, IL)",SG,6-4 / 185,89,Gonzaga
141,Joey Brunk,"Joey BrunkSouthport (Indianapolis, IN)",C,6-9 / 225,89,Butler
142,Mamadou Diarra,"Mamadou DiarraPutnam Science Academy (Putnam, CT)",PF,6-7 / 215,89,Connecticut
143,Gavin Baxter,"Gavin BaxterTimpview (Provo, UT)",SF,6-6 / 165,89,Brigham Young
144,Eron Gordon,"Eron GordonNorth Central (Indianapolis, IN)",SG,6-2 / 170,89,Seton Hall
145,Eric Curry,"Eric CurrySouthwest Christian Academy (Little Rock, AR)",PF,6-8 / 210,89,Minnesota
146,Kristian Doolittle,"Kristian DoolittleMemorial (Edmond, OK)",SF,6-6.5 / 215,89,Oklahoma
147,Jon Teske,"Jon TeskeMedina (Medina, OH)",C,6-11 / 210,89,Michigan
148,Nate Morris,"Nate MorrisLancaster (Lancaster, TX)",C,6-9 / 240,89,Ole Miss
149,De'Monte Buckingham,"De'Monte BuckinghamHenrico (Richmond, VA)",SG,6-3 / 185,89,Richmond
150,Cameron Satterwhite,"Cameron SatterwhiteGilbert Christian (Gilbert, AZ)",SG,6-3 / 170,89,Loyola
151,Jordy Tshimanga,"Jordy TshimangaMacDuffie School (Granby, MA)",C,6-11 / 270,89,Nebraska
152,Lindy Waters,"Lindy WatersBrewster Academy (Norman, OK)",SG,6-5 / 180,89,Oklahoma State
153,Yoeli Childs,"Yoeli ChildsBingham (South Jordan, UT)",PF,6-7 / 220,89,Brigham Young
154,Cheickna Dembele,"Cheickna DembeleScotland Campus (Scotland, PA)",C,6-11 / 220,89,UNLV
155,Kevin Marfo,"Kevin MarfoWorcester Academy (Oradell, NJ)",PF,6-8 / 240,89,George Washington
156,Reggie Todd,"Reggie ToddBlount (Mobile, AL)",SG,6-5 / 192,89,New Mexico State
157,Dylan Painter,"Dylan PainterHershey (Hershey, PA)",PF,6-10 / 230,89,Villanova
158,Rapolas Ivanauskas,"Rapolas IvanauskasBarrington (Barrington, IL)",SF,6-8 / 200,89,Northwestern
159,Eddie Ekiyor,"Eddie EkiyorNew Hampton School (New Hampton, NH)",PF,6-9 / 220,89,Xavier
160,Abdul Ado,"Abdul AdoHamilton Heights Christian Academy (Chattanooga, TN)",C,6-11 / 235,89,Mississippi State
161,Bryce Aiken,"Bryce AikenSt. Patrick (Elizabeth, NJ)",PG,5-9 / 150,89,Harvard
162,Xavier Sneed,"Xavier SneedHazelwood Central (Florissant, MO)",SF,6-5 / 190,89,Kansas State
163,Christian Matthews,"Christian MatthewsNational Christian Academy (Fort Washington, MD)",SF,6-6 / 190,89,Georgia Tech
164,Jalen Johnson,"Jalen JohnsonWesleyan Christian (High Point, NC)",SF,6-6 / 170,89,Tennessee
165,Trevor Stanback,"Trevor StanbackMaranatha (West Hills, CA)",PF,6-9 / 215,89,Stanford
166,Jordan Bone,"Jordan BoneEnsworth (Nashville, TN)",PG,6-2 / 165,89,Tennessee
167,Nikola Djogo,"Nikola DjogoAthlete Institute Basketball Academy (Toronto, ON)",CG,6-7 / 185,89,Notre Dame
168,Daron Henson,"Daron HensonBishop Alemany (Mission Hills, CA)",PF,6-8 / 180,89,Utah State
169,Kobe Paras,"Kobe ParasCathedral (Los Angeles, CA)",SG,6-5 / 190,89,Creighton
170,Papa Ndiaye,"Papa NdiayeQuality Education Academy (Winston Salem, NC)",PF,6-9 / 215,89,N/A
171,Jordan Harris,"Jordan HarrisSeminole County (Donalsonville, GA)",SG,6-4 / 165,89,Georgia
172,Tim Harrison,"Tim HarrisonFrancis Parker School (San Diego, CA)",SF,6-9 / 180,89,Rice
173,Sam Timmins,"Sam TimminsOtago Boys' (Dunedin, NZ)",C,6-10 / 250,89,Washington
174,Corey Manigault,"Corey ManigaultPaul VI Catholic (Fairfax, VA)",PF,6-8 / 230,89,Pittsburgh
175,Jordan Bruner,"Jordan BrunerSpring Valley Hi (Columbia, SC)",SF,6-7 / 190,89,Yale
176,Barret Benson,"Barret BensonHinsdale South (Darien, IL)",C,6-9 / 240,89,Northwestern
177,Chris Lewis,"Chris LewisMilton (Alpharetta, GA)",PF,6-8 / 205,89,Harvard
178,Jordan Ford,"Jordan FordFolsom (Folsom, CA)",PG,6-0 / 150,89,Saint Mary's
179,Chris Baldwin,"Chris BaldwinNotre Dame Preparatory School (Springfield, MA)",PF,6-7 / 230,89,Massachusetts
180,Tervell Beck,"Tervell BeckCleveland Central Catholic (Cleveland, OH)",SF,6-5 / 190,89,N/A
181,Kamar Baldwin,"Kamar BaldwinApalachee (Winder, GA)",SG,6-2 / 175,89,Butler
182,Brock Bertram,"Brock BertramApple Valley (Saint Paul, MN)",C,6-11 / 240,89,Buffalo
183,Jermaine Haley,"Jermaine HaleySunrise Christian (Burnaby, BC)",CG,6-7 / 185,89,N/A
184,John Fulkerson,"John FulkersonChrist School (Arden, NC)",PF,6-8 / 190,89,Tennessee
185,CJ Walker,"CJ WalkerArsenal Technical (Indianapolis, IN)",PG,6-0 / 180,89,Florida State
186,Sagaba Konate,"Sagaba KonateKennedy Catholic (Hermitage, PA)",PF,6-8 / 220,89,West Virginia
187,Jordan Bowden,"Jordan Bowden22 Feet Academy  (Knoxville, TN)",SG,6-5 / 175,89,Tennessee
188,Brandon Childress,"Brandon ChildressWesleyan Christian (Winston Salem, NC)",PG,6-0 / 170,89,Wake Forest
189,Maciej Bender,"Maciej BenderMountain Mission School (Grundy, VA)",PF,6-10 / 235,89,West Virginia
190,Antwan Walker,"Antwan WalkerWoodson H.D. (Washington, DC)",SF,6-7 / 215,88,N/A
191,Bitumba Baruti,"Bitumba BarutiMountain Mission School (Congo, CONG)",SG,6-6 / 210,88,Washington
192,Dejan Vasiljevic,"Dejan VasiljevicAustralian Institute of Sport (Canberra, SW)",CG,6-2 / 180,88,Miami
193,Christian Terrell,"Christian TerrellSacramento (Sacramento, CA)",SG,6-4 / 175,88,UC Santa Barbara
194,Tyrn Flowers,"Tyrn FlowersSacred Heart (Waterbury, CT)",SF,6-8 / 205,88,Massachusetts
195,Elijah Hughes,"Elijah HughesSouth Kent School (Beacon, NY)",SG,6-5 / 205,88,East Carolina
196,Micah Thomas,"Micah ThomasHuntington Prep (Memphis, TN)",SF,6-7 / 185,88,Maryland
197,Darius Hicks,"Darius Hicks22 Feet Academy  (Quitman, MS)",PF,6-7 / 210,88,NC State
198,Dillon Mitchell,"Dillon MitchellWhite Station (Memphis, TN)",PG,6-0.5 / 191,88,N/A
199,Milan Acquaah,"Milan AcquaahCathedral (Los Angeles, CA)",PG,6-2 / 185,88,Washington State
200,Alani Moore,"Alani MooreFriendship Academy (Hyattsville, MD)",PG,5-10 / 160,88,Temple
201,Harrison Henderson,"Harrison HendersonSouth Grand Prairie (Dallas, TX)",PF,6-9 / 200,88,USC
202,Brandon Cyrus,"Brandon CyrusLa Lumiere School (Encinitas, CA)",SG,6-4 / 180,88,DePaul
203,Grant Williams,"Grant WilliamsProvidence Day School (Charlotte, NC)",PF,6-7 / 235,88,Tennessee
204,Kieran Hayward,"Kieran HaywardSt. Joseph's College (Sydney, SW)",SG,6-5 / 187,88,LSU
205,Lucas Siewert,"Lucas SiewertCathedral (Los Angeles, CA)",PF,6-10 / 230,88,Colorado
206,Devonte Green,"Devonte GreenLong Island Lutheran (Manhasset, NY)",PG,6-2 / 175,88,Indiana
207,Nysier Brooks,"Nysier BrooksLife Center Academy (Burlington, NJ)",C,6-9 / 200,88,Cincinnati
208,Ibi Watson,"Ibi WatsonPickerington Central (Pickerington, OH)",SG,6-4 / 180,88,Michigan
209,Clayton Hughes,"Clayton HughesUniversity School Of Jackson (Jackson, TN)",SF,6-5 / 190,88,UCF
210,DaQuan Bracey,"DaQuan BraceySt. Frances Academy (Baltimore, MD)",PG,5-11 / 170,88,Louisiana Tech
211,Robert Baker,"Robert BakerThe Walker School (Marietta, GA)",PF,6-10 / 185,88,Harvard
212,Devon Daniels,"Devon DanielsProlific Prep (Kalamazoo, MI)",SG,6-4 / 185,88,Utah
213,Saul Phiri,"Saul PhiriPutnam Science Academy (Haverhill, MA)",SG,6-4 / 210,88,La Salle
214,Isaiah Roby,"Isaiah RobyDixon (Dixon, IL)",SF,6-7 / 202,88,Nebraska
215,Colin Slater,"Colin SlaterImmanuel Schools (Reedley, CA)",PG,6-0 / 175,88,Tulane
216,Leland Green,"Leland GreenRedondo (Redondo Beach, CA)",SG,6-2 / 165,88,Hawaii
217,Frankie Hughes,"Frankie HughesGarfield Heights (Cleveland, OH)",SG,6-3 / 170,88,Missouri
218,Travis Atson,"Travis AtsonNotre Dame Preparatory School (Brooklyn, NY)",SF,6-5 / 190,88,Tulsa
219,Josh Okogie,"Josh OkogieShiloh (Snellville, GA)",SG,6-5 / 185,88,Georgia Tech
220,Jeriah Horne,"Jeriah HorneThe Barstow School (Kansas City, MO)",PF,6-7 / 210,88,Nebraska
221,Jalen McDaniels,"Jalen McDanielsTodd Beamer (Federal Way, WA)",PF,6-8 / 190,88,San Diego State
222,Matt Freeman,"Matt FreemanWestlake Boys (Auckland, AC)",C,6-10 / 212,88,Oklahoma
223,Malik Crowfield,"Malik CrowfieldRiverside Academy (Reserve, LA)",SG,6-4 / 175,87,VCU
224,Jagan Mosely,"Jagan MoselySt Anthony (Jersey City, NJ)",SG,6-3 / 205,87,Georgetown
225,Tom Wilson,"Tom WilsonAustralian Institute of Sport (Canberra, SW)",SG,6-4 / 170,87,SMU
226,Unique McLean,"Unique McLeanMacDuffie School (Brooklyn, NY)",SG,6-1 / 175,87,Massachusetts
227,A.J. Brodeur,"A.J. BrodeurNorthfield Mount Hermon (Northborough, MA)",PF,6-8 / 195,87,Pennsylvania
228,Willie Jackson,"Willie JacksonGarfield Heights (Cleveland, OH)",SF,6-6 / 210,87,Missouri
229,Christian Vital,"Christian VitalSt. Thomas More (Forest Hills, NY)",CG,6-2 / 164,87,Connecticut
230,Te'Jon Lucas,"Te'Jon LucasWashington Information Technology (Milwaukee, WI)",PG,6-0 / 155,87,Illinois
231,Wayde Sims,"Wayde SimsUniversity Lab (Baton Rouge, LA)",SF,6-6 / 210,87,LSU
232,Justice Kithcart,"Justice KithcartVirginia Episcopal School (Lynchburg, VA)",CG,6-2 / 170,87,N/A
233,Jack White,"Jack WhiteAustralian Institute of Sport (Canberra, SW)",SF,6-7 / 220,87,Duke
234,Cartier Diarra,"Cartier DiarraWest Florence (Florence, SC)",PG,6-4 / 180,87,Kansas State
235,Isiah Brown,"Isiah BrownLakeside (Nine Mile Falls, WA)",PG,6-1 / 165,87,Northwestern
236,D'Marcus Simonds,"D'Marcus SimondsBuford (Buford, GA)",SG,6-4 / 196,87,Georgia State
237,Ben Kone,"Ben KoneArchbishop Mitty (San Jose, CA)",PF,6-9 / 240,87,Oregon State
238,Mitchell Smith,"Mitchell SmithVan Buren (Van Buren, AR)",PF,6-9 / 180,87,Missouri
239,Alex Hobbs,"Alex HobbsLa Porte (La Porte, TX)",SG,6-4 / 180,87,Boise State
240,Richard Washington,"Richard WashingtonWalsingham Academy Upper School (Newport News, VA)",SG,6-5 / 175,87,Wake Forest
241,Ben Coupet,"Ben CoupetSimeon (Chicago, IL)",SF,6-7 / 175,87,UNLV
242,Ty Graves,"Ty GravesPage (Greensboro, NC)",PG,5-11 / 160,87,Boston College
243,Anfernee McLemore,"Anfernee McLemoreWorth County (Sylvester, GA)",PF,6-8 / 210,87,Auburn
244,Connor Harding,"Connor HardingHighland (Pocatello, ID)",SF,6-5 / 175,87,Brigham Young
245,Cordell Pemsl,"Cordell PemslWahlert Catholic (Dubuque, IA)",PF,6-7 / 230,87,Iowa
246,Michael Hurt,"Michael HurtJohn Marshall Senior (Rochester, MN)",SF,6-6 / 190,87,Minnesota
247,Josh Parrish,"Josh ParrishSeguin (Arlington, TX)",SF,6-5 / 190,87,TCU
