Rank,Player,High School,Position,Height / Weight,Rating,Team
39,Ugonna Onyenso,"Ugonna OnyensoPutnam Science Academy (Putnam, CT)",C,7-0 / 233,97,Kentucky
40,Tarris Reed,"Tarris ReedLink Academy (Branson, MO)",C,6-10 / 260,96,Michigan
41,Tyrell Ward,"Tyrell WardDeMatha Catholic (Hyattsville, MD)",SF,6-7 / 185,96,LSU
42,Dylan Andrews,"Dylan AndrewsCompass Prep (Chandler, AZ)",PG,6-3 / 180,96,UCLA
43,Rylan Griffen,"Rylan GriffenRichardson (Richardson, TX)",SG,6-5 / 180,96,Alabama
44,Chance Westry,"Chance WestryCompass Prep (Chandler, AZ)",SF,6-6 / 190,96,Auburn
45,Jett Howard,"Jett HowardIMG Academy (Bradenton, FL)",SF,6-7 / 220,96,Michigan
46,Freddie Dilione V,"Freddie Dilione VWord Of God Christian Academy (Raleigh, NC)",CG,6-4 / 185,96,Tennessee
47,Zuby Ejiofor,"Zuby EjioforGarland (Garland, TX)",PF,6-8 / 215,96,Kansas
48,Isaiah Miranda,"Isaiah MirandaSouthern California Academy (Castaic, CA)",C,7-0 / 200,96,NC State
49,Baba Miller,"Baba MillerSpain (Spain, SPAI)",C,6-11 / 204,95,Florida State
50,Roddy Gayle Jr.,"Roddy Gayle Jr.Wasatch Academy (Mount Pleasant, UT)",SG,6-4 / 195,95,Ohio State
51,Jayden Epps,"Jayden EppsCombine Academy (Charlotte, NC)",CG,6-2 / 195,95,Illinois
52,Isaac McKneely,"Isaac McKneelyPoca (Poca, WV)",CG,6-4 / 170,95,Virginia
53,Dior Johnson,"Dior JohnsonSouthern California Academy (Castaic, CA)",PG,6-3 / 180,95,Pittsburgh
54,Bruce Thornton,"Bruce ThorntonMilton (Alpharetta, GA)",PG,6-1 / 205,95,Ohio State
55,Ty Rodgers,"Ty RodgersThornton Township (Harvey, IL)",PF,6-6 / 200,95,Illinois
56,Riley Kugel,"Riley KugelDr. Phillips (Orlando, FL)",SG,6-5 / 185,95,Florida
57,Miles Byrd,"Miles ByrdLincoln (Stockton, CA)",SG,6-6 / 165,95,San Diego State
58,Elijah Fisher,"Elijah FisherCrestwood Prep (Toronto, ON)",SF,6-6 / 195,95,Texas Tech
59,Kijani Wright,"Kijani WrightSierra Canyon (Chatsworth, CA)",PF,6-9 / 235,94,USC
60,Leon Bond,"Leon BondWauwatosa East (Milwaukee, WI)",SF,6-5 / 180,94,Virginia
61,Jaxon Kohler,"Jaxon KohlerSouthern California Academy (American Fork, UT)",PF,6-10 / 250,94,Michigan State
62,Mark Armstrong,"Mark ArmstrongSt. Peters Prep (South Orange, NJ)",CG,6-2 / 160,94,Villanova
63,Judah Mintz,"Judah MintzOak Hill Academy (Mouth Of Wilson, VA)",CG,6-3 / 165,94,Syracuse
64,London Johnson,"London JohnsonNorcross (Norcross, GA)",CG,6-4 / 165,94,Professional
65,Amaree Abram,"Amaree AbramSouthern California Academy (Castaic, CA)",PG,6-3 / 180,94,Ole Miss
66,Milos Uzan,"Milos UzanDream City Christian (Glendale, AZ)",PG,6-4 / 185,94,Oklahoma
67,Richard Isaacs,"Richard IsaacsCoronado (Henderson, NV)",PG,6-2 / 180,94,Texas Tech
68,Jalen Washington,"Jalen WashingtonWest Side (Gary, IN)",C,6-9 / 210,94,North Carolina
69,Tafara Gapare,"Tafara GapareSouth Kent School (New Zealand, NEW )",PF,6-10 / 205,94,Massachusetts
70,Aidan Shaw,"Aidan ShawBlue Valley (Stilwell, KS)",SF,6-8 / 190,94,Missouri
71,Austin Nunez,"Austin NunezWagner HS (San Antonio, TX)",PG,6-2 / 170,94,Arizona State
72,Chris Bell,"Chris BellWasatch Academy (Mount Pleasant, UT)",SF,6-7 / 185,94,Syracuse
73,Donovan Clingan,"Donovan ClinganBristol Central (Bristol, CT)",C,7-1 / 255,94,Connecticut
74,Felix Okpara,"Felix OkparaLink Academy (Branson, MO)",C,6-11 / 210,94,Ohio State
75,Joseph Hunter Jr.,"Joseph Hunter Jr.San Joaquin Memorial (Fresno, CA)",SG,6-5 / 185,94,Fresno State
76,Kam Craft,"Kam CraftThe Skill Factory (Atlanta, GA)",SG,6-5 / 180,93,Xavier
77,Jalen Reed,"Jalen ReedSouthern California Academy (Castaic, CA)",PF,6-10 / 220,93,LSU
78,Jaden Schutt,"Jaden SchuttYorkville Christian (Yorkville, IL)",SG,6-5 / 180,93,Duke
79,Kamari Lands,"Kamari LandsHillcrest Prep (Phoenix, AZ)",SF,6-8 / 195,93,Louisville
80,Derrian Ford,"Derrian FordMagnolia (Magnolia, AR)",CG,6-3 / 190,93,Arkansas
81,Isaac Traudt,"Isaac TraudtGrand Island Senior Sch (Grand Island, NE)",PF,6-10 / 215,93,Virginia
82,Jevon Porter,"Jevon PorterFather Tolton (Columbia, MO)",PF,6-10 / 210,93,Pepperdine
83,Chandler Jackson,"Chandler JacksonChristian Brothers (Memphis, TN)",CG,6-4 / 205,93,Florida State
84,Taylor Hendricks,"Taylor HendricksCalvary Christian Academy (Fort Lauderdale, FL)",PF,6-9 / 205,93,UCF
85,DJ Jefferson,"DJ JeffersonMinnesota Preparatory Academy (Saint Paul, MN)",SF,6-5 / 190,93,Tennessee
86,Brice Sensabaugh,"Brice SensabaughLake Highland Prep (Orlando, FL)",SF,6-6 / 240,93,Ohio State
87,Tre Holloman,"Tre HollomanCretin Derham Hall (Saint Paul, MN)",PG,6-3 / 175,92,Michigan State
88,Joshua Ojianwuna,"Joshua OjianwunaNBA Global Academy (Australia, AUST)",C,6-10 / 230,92,Baylor
89,Kaleb Banks,"Kaleb BanksFayette County (Fayetteville, GA)",PF,6-8 / 215,92,Indiana
90,Tyler Nickel,"Tyler NickelEast Rockingham (Elkton, VA)",PF,6-8 / 210,92,North Carolina
91,Otega Oweh,"Otega OwehBlair Academy (Blairstown, NJ)",SG,6-6 / 210,92,Oklahoma
92,Zion Cruz,"Zion CruzDonda Academy (Simi Valley, CA)",SG,6-5 / 175,92,DePaul
93,Braden Huff,"Braden HuffGlenbard West (Carol Stream, IL)",PF,6-9 / 205,91,Gonzaga
94,Zach Keller,"Zach KellerThunderRidge (Littleton, CO)",PF,6-9 / 220,91,Wake Forest
95,Dylan Anderson,"Dylan AndersonPerry (Gilbert, AZ)",C,7-0 / 215,91,Arizona
96,Sencire Harris,"Sencire HarrisSt. Vincent-St. Mary (Akron, OH)",SG,6-3 / 160,91,Illinois
97,BJ Edwards,"BJ EdwardsKnoxville Catholic (Knoxville, TN)",PG,6-3 / 170,91,Tennessee
98,Lee Dort,"Lee DortGreenhill School (Addison, TX)",C,6-9 / 240,91,Vanderbilt
99,Noah Clowney,"Noah ClowneyDorman (Roebuck, SC)",PF,6-9 / 205,91,Alabama
100,Kimani Hamilton,"Kimani HamiltonClinton (Clinton, MS)",SF,6-8 / 215,91,Mississippi State
101,Desmond Claude,"Desmond ClaudePutnam Science Academy (NEW HAVEN, CT)",PG,6-5 / 190,91,Xavier
102,Devin Ree,"Devin ReeOak Hill Academy (Terry, MS)",SF,6-8 / 185,91,Louisville
103,Denver Anglin,"Denver AnglinGill St Bernards (Montclair, NJ)",CG,6-2 / 165,91,Georgetown
104,Rodney Rice,"Rodney RiceDeMatha Catholic (Clinton, MD)",CG,6-4 / 185,91,Virginia Tech
105,Daniel Skillings,"Daniel SkillingsRoman Catholic (Philadelphia, PA)",SG,6-5 / 180,91,Cincinnati
106,Filip Borovicanin,"Filip BorovicaninSerbia (Serbia, SERB)",SF,6-8 / 180,91,Arizona
107,Jaylen Thompson,"Jaylen ThompsonSouthern California Academy (Oakland, CA)",SF,6-7 / 180,91,Stanford
108,KyeRon Lindsay,"KyeRon LindsayGuyer (Denton, TX)",PF,6-8 / 205,90,Georgia
109,Ven-Allen Lubin,"Ven-Allen LubinOrlando Christian Prep (Orlando, FL)",PF,6-8 / 220,90,Notre Dame
110,TJ Caldwell,"TJ CaldwellFaith Family Academy of Oak Cliff (Dallas, TX)",SG,6-4 / 170,90,Ole Miss
111,Lamar Washington,"Lamar WashingtonCompass Prep (Portland, OR)",SG,6-4 / 210,90,Texas Tech
112,Noah Shelby,"Noah ShelbyGreenhill School (McKinney, TX)",PG,6-2 / 175,90,Vanderbilt
113,Dug McDaniel,"Dug McDanielPaul VI Catholic (Fairfax, VA)",PG,5-11 / 167,90,Michigan
114,Donald Hand,"Donald HandLandstown (Virginia Beach, VA)",CG,6-5 / 180,90,Boston College
115,Mike Sharavjamts,"Mike SharavjamtsAndrews Osborne Academy (Willoughby, OH)",SF,6-7 / 180,90,Dayton
116,Donovan Dent,"Donovan DentCentennial (Corona, CA)",PG,6-2 / 170,90,New Mexico
117,Adrame Diongue,"Adrame DiongueCompass Prep (Senegal, SENE)",C,7-0 / 185,90,Washington State
118,Malique Ewin,"Malique EwinBerkmar (Lilburn, GA)",C,6-10 / 220,90,Ole Miss
119,De'Ante Green,"De'Ante GreenAsheville Christian Academy (Swannanoa, NC)",PF,6-9 / 215,90,Florida State
120,CJ Gunn,"CJ GunnLawrence North (Indianapolis, IN)",SG,6-5 / 175,90,Indiana
121,Cameron Corhen,"Cameron CorhenSunrise Christian (Allen, TX)",C,6-9 / 205,90,Florida State
122,Fletcher Loyer,"Fletcher LoyerHomestead (Fort Wayne, IN)",SG,6-3 / 170,90,Purdue
123,Pharrel Payne,"Pharrel PaynePark Senior (Cottage Grove, MN)",PF,6-9 / 230,90,Minnesota
124,Quion Williams,"Quion WilliamsJonesboro (Jonesboro, AR)",SF,6-4 / 185,90,Oklahoma State
125,Tre Donaldson,"Tre DonaldsonFlorida State Univ. School (Tallahassee, FL)",PG,6-1 / 190,90,Auburn
126,PJ Haggerty,"PJ HaggertyCrosby (Crosby, TX)",CG,6-3 / 170,90,TCU
127,Christian Watson,"Christian WatsonSt. John's (Washington, DC)",SF,6-6 / 195,90,Miami
128,Koren Johnson,"Koren JohnsonGarfield (Seattle, WA)",CG,6-1 / 175,90,Washington
129,Gregg Glenn,"Gregg GlennCalvary Christian Academy (Fort Lauderdale, FL)",PF,6-7 / 215,90,Michigan
130,Evan Mahaffey,"Evan MahaffeyArchbishop Moeller (Cincinnati, OH)",SF,6-5 / 175,90,Penn State
131,Davin Cosby,"Davin CosbyWord Of God Christian Academy (Raleigh, NC)",SG,6-5 / 180,90,Alabama
132,Rowan Brumbaugh,"Rowan BrumbaughNorthfield Mount Hermon (Northfield, MA)",PG,6-4 / 180,90,Texas
133,Alphonzo Billups,"Alphonzo BillupsVarina (Richmond, VA)",SG,6-7 / 180,90,VCU
134,AJ Casey,"AJ CaseyWhitney Young (Chicago, IL)",PF,6-8 / 180,90,Miami
135,Chase Ross,"Chase RossCushing Academy (Dallas, TX)",SG,6-4 / 185,90,Marquette
136,Brendan Hausen,"Brendan HausenAmarillo (Amarillo, TX)",SG,6-4 / 180,90,Villanova
137,Bobi Klintman,"Bobi KlintmanSunrise Christian (Sweden, SWED)",PF,6-9 / 200,90,Wake Forest
138,Adou Thiero,"Adou ThieroQuaker Valley (Leetsdale, PA)",CG,6-5 / 180,90,Kentucky
139,Prince Aligbe,"Prince AligbeMinnehaha Academy (Minneapolis, MN)",PF,6-6 / 215,89,Boston College
140,Barry Dunning,"Barry DunningMcGill Toolen (Mobile, AL)",SF,6-6 / 205,89,Arkansas
141,Camden Heide,"Camden HeideWayzata (Minneapolis, MN)",SF,6-5 / 180,89,Purdue
142,Jayden Pierre,"Jayden PierreLong Island Lutheran (Elizabeth, NJ)",PG,6-1 / 165,89,Providence
143,Aidan Mahaney,"Aidan MahaneyCampolindo (Moraga, CA)",SG,6-2 / 150,89,Saint Mary's
144,Favour Aire,"Favour AireBishop McNamara (District Heights, MD)",C,6-11 / 215,89,Miami
145,AJ Storr,"AJ StorrIMG Academy (Bradenton, FL)",SG,6-5 / 180,89,St. John's
146,Ryan Agarwal,"Ryan AgarwalCoppell (Coppell, TX)",SF,6-6 / 175,89,Stanford
147,Ryan Dunn,"Ryan DunnPerkiomen School (Freeport, NY)",SF,6-6 / 190,89,Virginia
148,Daniel Hankins-Sanford,"Daniel Hankins-SanfordJulius L. Chambers (Charlotte, NC)",PF,6-8 / 230,89,South Carolina
149,Colin Smith,"Colin SmithCompass Prep (Chandler, AZ)",PF,6-8 / 200,89,Vanderbilt
150,Jorge Diaz,"Jorge DiazIMG Academy (Bradenton, FL)",PF,6-11 / 195,89,Pittsburgh
