Rank,Player,High School,Position,Height / Weight,Rating,Team
50,Gabe York,"Gabe YorkOrange Lutheran (Orange, CA)",SG,6-2 / 175,95,Arizona
51,Adam Woodbury,"Adam WoodburyEast (Sioux City, IA)",C,6-11 / 230,95,Iowa
52,Chris Obekpa,"Chris ObekpaCentereach (Centereach, NY)",C,6-9 / 220,95,St. John's
53,Jerami Grant,"Jerami GrantDeMatha Catholic (Hyattsville, MD)",SF,6-7 / 185,95,Syracuse
54,Justin Anderson,"Justin AndersonMontrose Christian School (Rockville, MD)",SF,6-6 / 210,95,Virginia
55,Josh Scott,"Josh ScottLewis-Palmer (Monument, CO)",PF,6-9 / 210,95,Colorado
56,Daniel Ochefu,"Daniel OchefuWesttown School (Norristown, PA)",C,6-9 / 225,95,Villanova
57,Joel James,"Joel JamesDwyer (Palm Beach Gardens, FL)",C,6-11 / 295,95,North Carolina
58,Robert Upshaw,"Robert UpshawSan Joaquin Memorial (Fresno, CA)",C,7-0 / 275,95,Fresno State
59,J.P. Tokoto,"J.P. TokotoMenomonee Falls (Menomonee Falls, WI)",SF,6-6 / 190,94,North Carolina
60,Ryan Arcidiacono,"Ryan ArcidiaconoNeshaminy (Langhorne, PA)",PG,6-2 / 180,94,Villanova
61,Montay Brandon,"Montay BrandonWesleyan Christian (High Point, NC)",PG,6-6 / 195,94,Florida State
62,Prince Ibeh,"Prince IbehNaaman Forest (Garland, TX)",C,6-10 / 225,94,Texas
63,Torian Graham,"Torian GrahamChristian Faith Center Academy (Jacksonville, FL)",SG,6-4 / 177,94,N/A
64,Jake Layman,"Jake LaymanKing Philip Reg (Wrentham, MA)",SF,6-8 / 190,94,Maryland
65,Jordan Adams,"Jordan AdamsOak Hill Academy (Mouth Of Wilson, VA)",SF,6-5 / 215,94,UCLA
66,Mike Tobey,"Mike TobeyThe Hotchkiss School (Lakeville, CT)",PF,7-0 / 225,94,Virginia
67,Elijah Macon,"Elijah MaconHuntington Prep (Columbus, OH)",PF,6-8 / 200,94,West Virginia
68,Braxton Ogbueze,"Braxton OgbuezeUnited Faith Christian Academy (Charlotte, NC)",PG,6-1 / 185,93,Florida
69,Andrew White III,"Andrew White IIIMiller School (Charlottesville, VA)",SF,6-6 / 200,93,Kansas
70,J-Mychal Reese,"J-Mychal ReeseBryan (Bryan, TX)",PG,6-2 / 170,93,Texas A&M
71,Anthony Perez,"Anthony PerezMontverde Academy (Montverde, FL)",SF,6-8 / 205,93,Ole Miss
72,Jordan Price,"Jordan PriceSouthwest DeKalb (Decatur, GA)",SG,6-5 / 218,93,Auburn
73,Danrad Knowles,"Danrad KnowlesTrent School (Trent, TX)",PF,6-10 / 195,93,Houston
74,A.J. Hammons,"A.J. HammonsOak Hill Academy (Mouth Of Wilson, VA)",C,7-0 / 278,93,Purdue
75,Aaron Thomas,"Aaron ThomasWithrow International (Cincinnati, OH)",SG,6-5 / 190,93,Florida State
76,Georges Niang,"Georges NiangTilton School (Tilton, NH)",PF,6-7 / 240,93,Iowa State
77,Codi Miller-McIntyre,"Codi Miller-McIntyreFirst Assembly Christian School (Monroe, NC)",PG,6-2 / 190,93,Wake Forest
78,Savon Goodman,"Savon GoodmanAcademy Of The New Church Boys School (Bryn Mawr, PA)",PF,6-6 / 190,92,UNLV
79,James Robinson,"James RobinsonDeMatha Catholic (Hyattsville, MD)",PG,6-3 / 195,92,Pittsburgh
80,Evan Nolte,"Evan NolteMilton (Alpharetta, GA)",SF,6-7 / 195,92,Virginia
81,Montrezl Harrell,"Montrezl HarrellNorth Edgecombe (Tarboro, NC)",PF,6-8 / 230,92,Louisville
82,Nik Stauskas,"Nik StauskasSt. Mark's (Southborough, MA)",SG,6-5 / 200,92,Michigan
83,Marcus Georges-Hunt,"Marcus Georges-HuntNorth Clayton (Atlanta, GA)",SF,6-6 / 212,92,Georgia Tech
84,Xavier Johnson,"Xavier JohnsonMater Dei (Santa Ana, CA)",SF,6-7 / 190,92,Colorado
85,Zach Auguste,"Zach AugusteNew Hampton School (New Hampton, NH)",PF,6-9 / 210,92,Notre Dame
86,Alex Caruso,"Alex CarusoA&M Consolidated (College Station, TX)",SG,6-5 / 175,92,Texas A&M
87,Charles Mitchell,"Charles MitchellWheeler (Marietta, GA)",PF,6-7 / 250,92,Maryland
88,Ronnie Johnson,"Ronnie JohnsonNorth Central (Indianapolis, IN)",PG,5-11 / 165,92,Purdue
89,Tyrone Wallace,"Tyrone WallaceBakersfield (Bakersfield, CA)",SG,6-4 / 170,92,California
90,Rosco Allen,"Rosco AllenBishop Gorman (Las Vegas, NV)",PF,6-7 / 208,91,Stanford
91,Kellen Dunham,"Kellen DunhamPendleton Heights (Pendleton, IN)",SG,6-4 / 185,91,Butler
92,Mike Gesell,"Mike GesellSouth Sioux Senior (South Sioux City, NE)",PG,6-1 / 175,91,Iowa
93,Kenny Kaminski,"Kenny KaminskiMedina (Medina, OH)",PF,6-7 / 195,91,Michigan State
94,Michael Frazier II,"Michael Frazier IIMontverde Academy (Montverde, FL)",SG,6-4 / 200,91,Florida
95,Denzel Valentine,"Denzel ValentineSexton (Lansing, MI)",SF,6-5 / 205,91,Michigan State
96,Matt Costello,"Matt CostelloBay City Western (Auburn, MI)",PF,6-8 / 210,91,Michigan State
97,Rapheal Davis,"Rapheal DavisSouth Side (Fort Wayne, IN)",SG,6-4 / 190,91,Purdue
98,Demarquise Johnson,"Demarquise JohnsonWestwind Preparatory Academy (Phoenix, AZ)",SG,6-5 / 195,91,Washington State
99,Martavious Newby,"Martavious NewbyBooker T. Washington (Memphis, TN)",SG,6-2 / 200,91,Ole Miss
100,Anrio Adams,"Anrio AdamsGarfield (Seattle, WA)",SG,6-4 / 195,91,Kansas
101,Malik Morgan,"Malik MorganJohn Curtis (New Orleans, LA)",SG,6-3 / 180,91,LSU
102,Melvin Johnson,"Melvin JohnsonSt. Benedict's Preparatory School (Newark, NJ)",SG,6-3 / 175,90,VCU
103,Nino Jackson,"Nino JacksonArdmore (Ardmore, OK)",PG,6-0 / 160,90,N/A
104,Demetrius Henry,"Demetrius HenryNortheast (Fort Lauderdale, FL)",PF,6-8 / 200,90,N/A
105,Je'lon Hornbeak,"Je'lon HornbeakGrace Preparatory Academy (Arlington, TX)",SG,6-3 / 175,90,Oklahoma
106,Skylar Spencer,"Skylar SpencerPrice (Los Angeles, CA)",PF,6-8 / 205,89,San Diego State
107,Arnaud Adala Moto,"Arnaud Adala MotoEpiscopal (Alexandria, VA)",SF,6-6 / -,89,Wake Forest
108,Darrick Wood,"Darrick WoodAlif Muhammad's Nia School (Newark, NJ)",SG,6-4 / 180,89,N/A
109,Jordan Goodman,"Jordan GoodmanArlington Country Day School (Jacksonville, FL)",SF,6-8 / 190,89,N/A
110,Jalen Reynolds,"Jalen ReynoldsBrewster Academy (Wolfeboro, NH)",PF,- / -,89,N/A
111,Craig Sword,"Craig SwordCarver  (Montgomery, AL)",SG,6-3 / 170,89,Mississippi State
112,Zach Peters,"Zach PetersPrestonwood Christian (Plano, TX)",PF,6-9 / 232,89,Kansas
113,Buddy Hield,"Buddy HieldSunrise Christian (Wichita, KS)",SG,6-4 / 190,89,Oklahoma
114,Marcus Holt,"Marcus HoltRangeview (Aurora, CO)",PF,6-9 / 215,89,N/A
115,L.J. Rose,"L.J. RoseNorth Houston Baptist School (Houston, TX)",PG,6-3 / 188,89,Baylor
116,Jordan Hare,"Jordan HareArthur Hill (Saginaw, MI)",PF,6-8 / 210,89,Rhode Island
117,DeOndre Haynes,"DeOndre HaynesCalera (Calera, AL)",SG,6-2 / 175,89,N/A
118,Grant Verhoeven,"Grant VerhoevenCentral Valley Christian Schools (Visalia, CA)",PF,6-8 / 220,89,Stanford
119,Brandon Bolden,"Brandon BoldenMiller School (Charlottesville, VA)",C,6-9 / 205,89,Georgetown
120,Thaddeus Hall,"Thaddeus HallJefferson (Brooklyn, NY)",SG,6-5 / 200,89,South Carolina
121,Gavin Ware,"Gavin WareStarkville (Starkville, MS)",C,6-8 / 255,89,Mississippi State
122,Connor Lammert,"Connor LammertChurchill (San Antonio, TX)",PF,6-9 / 215,89,Texas
123,Wanaah Bail,"Wanaah BailLamar Consolidated (Rosenberg, TX)",PF,6-7 / 190,89,N/A
124,Jordan Loveridge,"Jordan LoveridgeWest Jordan (West Jordan, UT)",SF,6-6 / 210,89,Utah
125,Myles Davis,"Myles DavisNotre Dame Preparatory School (Fitchburg, MA)",SG,6-1 / 170,89,Xavier
126,Steve Taylor,"Steve TaylorSimeon (Chicago, IL)",PF,6-7 / 190,89,Marquette
127,Kareem Canty,"Kareem CantyBridgton Academy (Bridgton, ME)",PG,6-1 / 190,89,Marshall
128,Javan Felix,"Javan FelixSt. Augustine (New Orleans, LA)",PG,5-10 / 175,89,Texas
129,Kenny Gaines,"Kenny GainesWhitefield Academy (Mableton, GA)",SG,6-4 / 185,89,Georgia
130,DeVon Walker,"DeVon WalkerWinter Haven (Winter Haven, FL)",SG,6-6 / 190,89,Florida
131,Carlos Morris,"Carlos MorrisArlington Country Day School (Apalachicola, FL)",SG,6-5 / 175,89,N/A
132,Jerome Hairston,"Jerome HairstonArden Christian School (Arden, NC)",PG,6-2 / 175,89,Towson
133,Damien Wilson,"Damien WilsonOak Hill Academy (Mouth Of Wilson, VA)",SF,6-5 / 180,89,Memphis
134,Kale Abrahamson,"Kale AbrahamsonValley (West Des Moines, IA)",SF,6-6 / 195,89,Northwestern
135,Shawn Smith,"Shawn SmithProvidence (Jacksonville, FL)",SG,6-4 / 175,89,Texas A&M
136,Ben Carter,"Ben CarterBishop Gorman (Las Vegas, NV)",PF,6-7 / 190,89,Oregon
137,Jaron Blossomgame,"Jaron BlossomgameChattahoochee (Alpharetta, GA)",SF,6-7 / 195,89,Clemson
138,Jay Simpson,"Jay SimpsonChampaign Central (Champaign, IL)",PF,6-7 / 205,89,Purdue
139,Twymond Howard,"Twymond HowardPearl (Pearl, MS)",SF,6-6 / 200,89,UTEP
140,Aaron Rountree,"Aaron RountreeGreenfield School (Wilson, NC)",SF,6-7 / 190,88,Wake Forest
141,Victor Robbins,"Victor RobbinsCompton (Compton, CA)",SF,6-5 / 180,88,Oregon State
142,Peter Jurkin,"Peter JurkinUnited Faith Christian Academy (Charlotte, NC)",C,7-0 / 225,88,Indiana
143,Terry Henderson,"Terry HendersonNeuse Baptist Christian School (Raleigh, NC)",SG,6-3 / 160,88,West Virginia
144,Shaq Johnson,"Shaq JohnsonMilton (Alpharetta, GA)",SF,6-4 / 200,88,Auburn
145,Tonye Jekiri,"Tonye JekiriChampagnat Catholic - Miami (Miami, FL)",C,6-11 / 220,88,Miami
146,Charles Mann,"Charles MannMilton (McDonough, GA)",PG,6-6 / 190,87,Georgia
147,JaCorey Williams,"JaCorey WilliamsCentral Park Christian Schools (Birmingham, AL)",SF,6-8 / 195,87,Arkansas
148,Fred Thomas,"Fred ThomasJim Hill (Jackson, MS)",SG,6-5 / 180,87,Mississippi State
149,Landry Nnoko,"Landry NnokoMontverde Academy (Montverde, FL)",C,6-10 / 210,87,Clemson
150,Seth Allen,"Seth AllenFredericksburg Christian School (Fredericksburg, VA)",PG,6-2 / 180,87,Maryland
151,Tevin Glass,"Tevin GlassMeadowcreek (Alpharetta, GA)",SF,6-8 / 180,87,N/A
152,Brandon Morris,"Brandon MorrisMiller Grove (Lithonia, GA)",SF,6-7 / 200,87,Georgia
153,Sam Cassell Jr.,"Sam Cassell Jr.Notre Dame Academy (Baltimore, MD)",PG,6-3 / 175,86,Maryland
154,Sheldon Jeter,"Sheldon JeterBeaver Falls (Beaver Falls, PA)",SF,6-6 / 205,86,Vanderbilt
155,Ian Baker,"Ian BakerArlington Country Day School (Jacksonville, FL)",PG,6-1 / 175,86,N/A
156,Laimonas Chatkevicius,"Laimonas ChatkeviciusSouth Kent School (South Kent, CT)",PF,6-10 / 225,85,South Carolina
157,Michael Qualls,"Michael QuallsHuntington (Shreveport, LA)",SF,6-5 / 200,85,Arkansas
158,Adonis Filer,"Adonis FilerNotre Dame Preparatory School (Fitchburg, MA)",CG,6-3 / 195,85,Clemson
159,Anthlon Bell,"Anthlon BellBartlett (Bartlett, TN)",SG,6-3 / 180,85,Arkansas
160,Ryan Rosburg,"Ryan RosburgMarquette Sr. (Chesterfield, MO)",PF,6-9.5 / 245,85,Missouri
161,Dillon Graham,"Dillon GrahamFirst Academy (Orlando, FL)",SG,6-5 / 190,85,Florida
162,Andre Applewhite,"Andre ApplewhiteMemphis Central (Memphis, TN)",SG,6-4 / 200,85,Mississippi State
163,Tyrone Haughton,"Tyrone HaughtonDr Michael M. Krop (Miami, FL)",PF,6-8 / 205,85,N/A
164,Stefan Jankovic,"Stefan JankovicHuntington Prep (Huntington, WV)",SF,6-10 / 200,85,Missouri
165,Chris Bolden,"Chris BoldenNorcross (Norcross, GA)",SG,6-3 / 195,85,Georgia Tech
166,Willie Moore,"Willie MooreAiken University (Cincinnati, OH)",CG,6-3 / 190,84,Oregon
167,J.T. Miller,"J.T. MillerClinton (Clinton, NC)",SG,6-3 / 170,84,N/A
168,Derek Reese,"Derek ReeseOlympia (Orlando, FL)",SF,6-7 / 195,84,Tennessee
169,Jacoby Davis,"Jacoby DavisSt. John's Northwestern Academies (Delafield, WI)",PG,6-1 / 185,83,Mississippi State
170,Willie Clayton,"Willie ClaytonThomasville (Thomasville, GA)",PF,6-8 / 220,83,Charlotte
171,Shawn Lester,"Shawn LesterMooresville (Mooresville, NC)",SG,6-3 / 170,83,Charlotte
172,AJ Astroph,"AJ AstrophFaith Baptist School (Fort Pierce, FL)",SF,6-6 / 185,83,Vanderbilt
173,Anthony Morse,"Anthony MorseDacula (Dacula, GA)",PF,6-8 / 205,83,Tennessee Tech
174,Mike Hall,"Mike HallWoodward Academy (Atlanta, GA)",C,6-10 / 210,83,Harvard
175,Justin Tuoyo,"Justin TuoyoLovejoy (Hampton, GA)",PF,6-9 / 210,83,VCU
176,Negus Webster-Chan,"Negus Webster-ChanHuntington Prep (Huntington, WV)",SG,6-7 / 195,83,Hawaii
177,Chris Jones,"Chris JonesTeaneck Sr (Teaneck, NJ)",CG,6-6 / 190,82,Pittsburgh
178,Kenny Martin,"Kenny MartinRaymond S. Kellis (Glendale, AZ)",PF,6-9 / 210,82,Arizona State
179,Eron Harris,"Eron HarrisLawrence North (Indianapolis, IN)",SG,6-3 / 160,82,West Virginia
180,Devonte Thornton,"Devonte ThorntonOsborne (Marietta, GA)",SF,6-7 / 195,82,Florida Atlantic
181,Dee Wagner,"Dee WagnerPeabody Magnet (Alexandria, LA)",PG,5-11 / 170,82,Arkansas
182,Olivier Hanlan,"Olivier HanlanNew Hampton School (New Hampton, NH)",SG,6-4 / 188,82,Boston College
183,Joe Rahon,"Joe RahonTorrey Pines (Encinitas, CA)",PG,6-1 / 175,81,Boston College
184,Donald Thomas,"Donald ThomasRiverside Academy (Reserve, LA)",SF,6-7 / 190,81,N/A
185,Patrick Holloway,"Patrick HollowayPaul VI Catholic (Fairfax, VA)",SG,6-2 / 160,81,George Mason
186,Reggie Dillard,"Reggie DillardDudley (Greensboro, NC)",SG,6-3 / 175,81,N/A
187,Terry Brutus,"Terry BrutusMassanutten Military Academy (Woodstock, VA)",SF,6-5 / 215,80,Ole Miss
188,Marshall Wood,"Marshall WoodRustburg (Rustburg, VA)",PF,6-8 / 210,80,Virginia Tech
189,Chris Bryant,"Chris BryantFishburne Military School (Waynesboro, VA)",PF,6-8 / 190,80,N/A
190,Jordan Roper,"Jordan RoperIrmo (Columbia, SC)",PG,6-1 / 170,80,Clemson
191,Darion Clark,"Darion ClarkOak Hill Academy (Mouth Of Wilson, VA)",PF,6-6 / 220,79,N/A
192,Keenan Palmore,"Keenan PalmorePaideia School (Atlanta, GA)",PG,6-1 / 170,79,Old Dominion
193,Jordon Granger,"Jordon GrangerMcCluer North (Florissant, MO)",PF,6-7 / 212,79,Auburn
194,Beau Beech,"Beau BeechPonte Vedra (Ponte Vedra Beach, FL)",SF,6-7 / 200,79,North Florida
195,Andre Nation,"Andre NationFaith Baptist School (Fort Pierce, FL)",SF,6-5 / 190,79,James Madison
196,Josh Smith,"Josh SmithRenaissance Olympic (Charlotte, NC)",PF,6-8 / 260,79,Clemson
197,Larry Wideman,"Larry WidemanGreen Sea Floyds (Green Sea, SC)",SG,6-4 / 175,79,Furman
198,Justin Seymour,"Justin SeymourWheeler (Marietta, GA)",PG,6-3 / 195,79,Utah
199,Cleon Roberts,"Cleon RobertsNorland (Miami, FL)",SG,6-4 / 175,79,N/A
200,Houston Kessler,"Houston KesslerLandmark Christian School (Fairburn, GA)",PF,6-8 / 210,78,Georgia
201,Brandon Channer,"Brandon ChannerBlake (Tampa, FL)",SG,6-3 / 180,78,Jacksonville
202,Josh Fortney,"Josh FortneySt. Frances Academy (Baltimore, MD)",PF,6-8 / 245,77,Loyola Maryland
203,Travis Hammond,"Travis HammondRichland Northeast (Columbia, SC)",SF,6-5 / 175,77,N/A
204,Raemond Robinson,"Raemond RobinsonGoose Creek  (Goose Creek, SC)",PG,6-0 / 175,77,The Citadel
205,Hans Brase,"Hans BraseThe Hill School (Pottstown, PA)",PF,6-8 / 220,77,N/A
206,Mindaugas Kacinas,"Mindaugas KacinasWord Of Life Traditional School (Wichita, KS)",SF,6-8 / 200,76,South Carolina
207,Evan Robinson,"Evan RobinsonTopeka (Topeka, KS)",SF,6-6 / 195,76,N/A
208,LaRon Smith,"LaRon SmithAmerican Heritage (Fort Lauderdale, FL)",PF,6-8 / 210,75,N/A
209,Marcus Fillyaw,"Marcus FillyawTopeka (Topeka, KS)",PG,6-1 / 175,74,N/A
