Rank,Player,High School,Position,Height / Weight,Rating,Team
77,Jermaine Harris,"Jermaine HarrisCapitol Christian Academy (Upper Marlboro, MD)",C,6-8 / 200,93,Rhode Island
78,Nate Laszewski,"Nate LaszewskiNorthfield Mount Hermon (Northfield, MA)",PF,6-10 / 190,93,Notre Dame
79,Carte'Are Gordon,"Carte'Are GordonWebster Groves (Saint Louis, MO)",C,6-8 / 245,93,Saint Louis
80,AJ Green,"AJ GreenCedar Falls (Cedar Falls, IA)",PG,6-3 / 175,93,Northern Iowa
81,Jalen Carey,"Jalen CareyImmaculate Conception (NEW YORK CITY, NY)",CG,6-3 / 170,93,Syracuse
82,Keyontae Johnson,"Keyontae JohnsonOak Hill (Oak Hill, WV)",SF,6-5 / 190,93,Florida
83,Jaiden Delaire,"Jaiden DelaireThe Loomis Chaffee School (Granby, CT)",PF,6-8 / 210,93,Stanford
84,Leaky Black,"Leaky BlackCox Mill (Concord, NC)",SF,6-7 / 175,93,North Carolina
85,Matt Bradley,"Matt BradleySan Bernardino (San Bernardino, CA)",SF,6-4 / 190,93,California
86,Miller Kopp,"Miller KoppHouston Christian (Houston, TX)",SF,6-6 / 200,93,Northwestern
87,Tyger Campbell,"Tyger CampbellLa Lumiere School (La Porte, IN)",PG,6-0 / 165,93,UCLA
88,Jared Butler,"Jared ButlerRiverside Academy (Reserve, LA)",PG,6-2 / 180,93,Baylor
89,Myreon Jones,"Myreon JonesLincoln Academy (Suwanee, GA)",CG,6-3 / 170,93,Penn State
90,Robby Carmody,"Robby CarmodyMars Area (Mars, PA)",SG,6-4 / 185,93,Notre Dame
91,Colin Castleton,"Colin CastletonFather Lopez Catholic (Daytona Beach, FL)",C,6-10 / 215,93,Michigan
92,Matthew Mayer,"Matthew MayerWestlake (Austin, TX)",SF,6-7 / 190,92,Baylor
93,J'Raan Brooks,"J'Raan BrooksGarfield (Seattle, WA)",PF,6-8 / 215,92,USC
94,Samson Froling,"Samson FrolingAustralian Institute of Sport (Canberra, SW)",PF,6-11 / 225,92,Creighton
95,Matthias Tass,"Matthias TassTallinna Reaalkool (Estonia, ESTO)",C,6-10 / 220,92,Saint Mary's
96,Derek Culver,"Derek CulverBrewster Academy (Wolfeboro, NH)",C,6-8 / 205,92,West Virginia
97,Brandon Johns,"Brandon JohnsEast Lansing (East Lansing, MI)",PF,6-8 / 206,92,Michigan
98,Josh LeBlanc,"Josh LeBlancMadison Prep Academy (Baton Rouge, LA)",PF,6-7 / 213,92,Georgetown
99,Kaden Archie,"Kaden ArchieMidlothian (Midlothian, TX)",SF,6-6 / 200,92,TCU
100,Damezi Anderson,"Damezi AndersonRiley (South Bend, IN)",SF,6-7 / 215,92,Indiana
101,Timmy Allen,"Timmy AllenRed Mountain (Mesa, AZ)",SF,6-6 / 200,92,Utah
102,Tevian Jones,"Tevian JonesCulver City (Culver City, CA)",SF,6-6 / 200,91,Illinois
103,Zion Griffin,"Zion GriffinHinsdale South (Darien, IL)",SF,6-6 / 208,91,Iowa State
104,Dalano Banton,"Dalano BantonRedemption Christian Academy (Troy, NY)",PG,6-6 / 185,91,Western Kentucky
105,Bryce Hamilton,"Bryce HamiltonPasadena (Pasadena, CA)",SG,6-4 / 170,91,UNLV
106,Luther Muhammad,"Luther MuhammadHudson Catholic (Jersey City, NJ)",SG,6-4 / 185,91,Ohio State
107,Noah Locke,"Noah LockeMcDonogh School (Owings Mills, MD)",SG,6-2 / 160,91,Florida
108,Saddiq Bey,"Saddiq BeySidwell Friends School (Washington, DC)",SF,6-7 / 195,91,Villanova
109,Trey McGowens,"Trey McGowensHargrave Military Academy (HS) (Chatham, VA)",CG,6-3 / 175,91,Pittsburgh
110,Aaron Henry,"Aaron HenryBen Davis (Indianapolis, IN)",SF,6-5 / 200,91,Michigan State
111,Isaiah Mucius,"Isaiah MuciusBrewster Academy (FAR ROCKAWAY, NY)",SF,6-8 / 190,91,Wake Forest
112,Montez Mathis,"Montez MathisJohn Carroll School (Essex, MD)",SG,6-4 / 190,91,Rutgers
113,Ian Steere,"Ian SteereNorthwood Temple Academy (High Point, NC)",C,6-9 / 261,91,NC State
114,Manny Bates,"Manny BatesNorthwood Temple Academy (Fayetteville, NC)",C,6-9 / 195,91,NC State
115,Bryce Wills,"Bryce WillsIona Preparatory School (New Rochelle, NY)",SG,6-5 / 170,91,Stanford
116,Nate Hinton,"Nate HintonGaston Day School Inc (Gastonia, NC)",SG,6-6 / 198,91,Houston
117,Jaelin Llewellyn,"Jaelin LlewellynVirginia Episcopal School (Mono, ON)",PG,6-2 / 160,91,Princeton
118,Robert Phinisee,"Robert PhiniseeMccutcheon (Lafayette, IN)",PG,6-1 / 182,91,Indiana
119,James Akinjo,"James AkinjoSalesian (Richmond, CA)",PG,6-0 / 160,91,Georgetown
120,Uros Plavsic,"Uros PlavsicHamilton Heights Christian Academy (Serbia, SERB)",C,7-1 / 240,91,Arizona State
121,Marcus Zegarowski,"Marcus ZegarowskiTilton School (HAMILTON, MA)",CG,6-1 / 165,90,Creighton
122,Amanze Ngumezi,"Amanze NgumeziJohnson (Savannah, GA)",PF,6-9 / 235,90,Georgia
123,Jericole Hellems,"Jericole HellemsChaminade (Saint Louis, MO)",SF,6-6 / 190,90,NC State
124,Antwann Jones,"Antwann JonesOak Ridge (Tampa, FL)",SG,6-6 / 210,90,Memphis
125,Jared Rhoden,"Jared RhodenOur Saviour Lutheran School (Bronx, NY)",SG,6-6 / 190,90,Seton Hall
126,Dane Goodwin,"Dane GoodwinUpper Arlington (Columbus, OH)",SG,6-4 / 187,90,Notre Dame
127,Keyshawn Embery,"Keyshawn EmberyIMG Academy (Bradenton, FL)",PG,6-3 / 175,90,Arkansas
128,Tyler Harris,"Tyler HarrisCordova (Memphis, TN)",PG,5-9 / 150,90,Memphis
129,Jaxson Hayes,"Jaxson HayesArchbishop Moeller (Cincinnati, OH)",PF,6-10 / 195,90,Texas
130,Jimmy Nichols,"Jimmy NicholsConway (Conway, SC)",PF,6-8 / 205,90,Providence
131,Jamal Bieniemy,"Jamal BieniemyTompkins (Katy, TX)",PG,6-3 / 170,90,Oklahoma
132,Gabe Kalscheur,"Gabe KalscheurDe La Salle (Minneapolis, MN)",SG,6-4 / 180,90,Minnesota
133,Dwayne Cohill,"Dwayne CohillHoly Name (Cleveland, OH)",CG,6-2 / 170,90,Dayton
134,Pete Nance,"Pete NanceRevere (Richfield, OH)",PF,6-8 / 180,90,Northwestern
135,Jake Walter,"Jake WalterCovington Catholic (Alexandria, KY)",C,7-0 / 270,90,Xavier
136,Tyrese Martin,"Tyrese MartinMassanutten Military Academy (Allentown, PA)",SF,6-6 / 180,90,Rhode Island
137,Jacobi Gordon,"Jacobi GordonFallbrook College Preparatory Academy (Houston, TX)",SF,6-6 / 205,90,California
138,Gabe Brown,"Gabe BrownBelleville (Belleville, MI)",SF,6-8.5 / 185,90,Michigan State
139,Nelson Phillips,"Nelson PhillipsWarner Robins (Warner Robins, GA)",SG,6-5 / 175,90,Georgia State
140,Jake Forrester,"Jake ForresterWesttown School (Harrisburg, PA)",PF,6-8 / 218,90,Indiana
141,Eric Hunter,"Eric HunterCharles A Tindley Accelerated Sch (Indianapolis, IN)",SG,6-3 / 165,90,Purdue
142,Jeenathan Williams,"Jeenathan WilliamsProlific Prep (Rochester, NY)",SG,6-5 / 190,90,Buffalo
143,Logan Johnson,"Logan JohnsonSt. Francis (Mountain View, CA)",PG,6-2 / 170,90,Cincinnati
144,Feron Hunt,"Feron HuntDeSoto (DeSoto, TX)",SF,6-7 / 190,90,SMU
145,Jamal Bey,"Jamal BeyBishop Gorman (Las Vegas, NV)",SF,6-6 / 200,90,Washington
146,Omar Thielemans,"Omar ThielemansGistel Oostende (Belgium, BELG)",SF,6-7 / 200,90,Arizona
147,Elijah Hardy,"Elijah HardyBishop O'Dowd (Oakland, CA)",PG,6-2 / 170,90,Washington
148,Francisco Caffaro,"Francisco CaffaroArgentina (Argentina, ARGE)",C,7-0 / 215,90,Virginia
149,Both Gach,"Both GachCompass Prep (Chandler, AZ)",SF,6-7 / 190,90,Utah
150,Luis Rodriguez,"Luis RodriguezWoodstock Academy (Woodstock, CT)",SF,6-6 / 200,90,Ole Miss
151,Ignas Sargiunas,"Ignas SargiunasLithuania (Lithuania, LITH)",CG,6-4 / 195,90,Georgia
152,Jarvis Omersa,"Jarvis OmersaOrono Senior (Long Lake, MN)",PF,6-8 / 225,89,Minnesota
153,Au'Diese Toney,"Au'Diese ToneyTrinity Christian Academy (Jasper, AL)",SF,6-6 / 190,89,Pittsburgh
154,Ethan Henderson,"Ethan HendersonParkview Magnet (Little Rock, AR)",PF,6-8 / 185,89,Arkansas
155,David DeJulius,"David DeJuliusEast English Village Prep (Detroit, MI)",PG,6-0 / 188,89,Michigan
156,DJ Stewart,"DJ StewartRiverside (Greenville, MS)",SG,6-6 / 190,89,Mississippi State
157,Joel Mensah,"Joel MensahJ Serra Catholic (San Juan Capistrano, CA)",C,6-10 / 215,89,San Diego State
158,Foster Loyer,"Foster LoyerClarkston (Clarkston, MI)",PG,6-0 / 170,89,Michigan State
159,Trey Woodbury,"Trey WoodburyEd W Clark (Las Vegas, NV)",SG,6-4 / 170,89,UNLV
160,Reggie Chaney,"Reggie ChaneyFindlay Prep (Frisco, TX)",PF,6-7 / 215,89,Arkansas
161,Kendric Davis,"Kendric DavisSam Houston (Houston, TX)",PG,5-11 / 165,89,TCU
162,Spencer Freedman,"Spencer FreedmanMater Dei (Santa Ana, CA)",PG,5-11 / 155,89,Harvard
163,Valdir Manuel,"Valdir ManuelSt. Patrick (Elizabeth, NJ)",C,6-10 / 210,89,N/A
164,Devin Vassell,"Devin VassellPeachtree Ridge (Suwanee, GA)",SG,6-5 / 170,89,Florida State
165,Serrel Smith,"Serrel SmithSt. Petersburg (Saint Petersburg, FL)",SG,6-3 / 170,89,Maryland
166,Alex Lomax,"Alex LomaxEast (Memphis, TN)",PG,5-11 / 189,89,Memphis
167,Greg Williams,"Greg WilliamsLafayette Christian Academy (Lafayette, LA)",SG,6-3 / 190,89,St. John's
168,Morris Udeze,"Morris UdezeMontverde Academy (Montverde, FL)",C,6-8 / 240,89,Wichita State
169,Trevion Williams,"Trevion WilliamsHenry Ford II (Sterling Heights, MI)",C,6-8 / 250,89,Purdue
170,Christian Bishop,"Christian BishopLee's Summit West (Lees Summit, MO)",SF,6-7 / 190,89,Creighton
171,Kristian Sjolund,"Kristian SjolundTompkins (Katy, TX)",SF,6-9 / 190,89,Georgia Tech
172,Lukas Kisunas,"Lukas KisunasBrewster Academy (Lithuania, LITH)",C,6-8 / 235,89,Stanford
173,Myles Dread,"Myles DreadGonzaga  (Washington, DC)",SG,6-4 / 205,89,Penn State
174,Jordan McCabe,"Jordan McCabeKaukauna (Kaukauna, WI)",PG,5-10 / 155,89,West Virginia
175,Taylor Currie,"Taylor CurrieClarkston (Clarkston, MI)",C,6-8 / 200,89,Wisconsin
176,Anthony Nelson,"Anthony NelsonSouth Kent School (New York, NY)",CG,6-4 / 180,89,Seton Hall
177,Tyrese Haliburton,"Tyrese HaliburtonNorth (Oshkosh, WI)",PG,6-5 / 170,89,Iowa State
178,Trey Doomes,"Trey DoomesUniversity School (Fort Lauderdale, FL)",SG,6-3 / 185,89,West Virginia
179,Ochai Agbaji,"Ochai AgbajiOak Park (Kansas City, MO)",SF,6-5.5 / 195,89,Kansas
180,Robert Braswell,"Robert BraswellBlythewood (Blythewood, SC)",PF,6-9 / 175,89,Syracuse
181,Brock Cunningham,"Brock CunninghamWestlake (Austin, TX)",SF,6-7 / 205,89,Texas
182,Samba Diallo,"Samba DialloPope John XXIII (Senegal, SENE)",SF,6-7 / 190,89,Massachusetts
183,Rasir Bolton,"Rasir BoltonMassanutten Military Academy (Woodstock, VA)",PG,6-3 / 170,89,Penn State
184,Khalid Moore,"Khalid MooreArchbishop Molloy (Jamaica, NY)",SF,6-6 / 175,89,Georgia Tech
185,Kyler Edwards,"Kyler EdwardsFindlay Prep (Arlington, TX)",SG,6-4 / 195,89,Texas Tech
186,Dana Tate,"Dana TateMacDuffie School (Boston, MA)",SF,6-7 / 230,89,Rhode Island
187,PJ Byrd,"PJ ByrdFort Bend Bush (Houston, TX)",PG,6-1 / 170,89,VCU
188,Jordan Lathon,"Jordan LathonGrandview (Grandview, MO)",CG,6-4 / 190,89,UTEP
189,Keenan Fitzmorris,"Keenan FitzmorrisNew Hampton School (New Hampton, NH)",C,6-11 / 190,89,Stanford
190,Jaedon LeDee,"Jaedon LeDeeThe Kinkaid School (Houston, TX)",PF,6-7 / 230,89,Ohio State
191,Blake Hinson,"Blake HinsonSunrise Christian (Wichita, KS)",PF,6-7 / 230,89,Ole Miss
192,John Newman,"John NewmanGreensboro Day School (Greensboro, NC)",SG,6-5 / 180,89,Clemson
193,Trey Jemison,"Trey JemisonHoover (Birmingham, AL)",C,6-11 / 245,89,Clemson
194,Tye Fagan,"Tye FaganUpson-Lee (Thomaston, GA)",CG,6-3 / 170,89,Georgia
195,Duane Washington,"Duane WashingtonSierra Canyon (Chatsworth, CA)",CG,6-3 / 190,89,Ohio State
196,D.J. Burns,"D.J. BurnsRock Hill (Rock Hill, SC)",C,6-9 / 248,89,Tennessee
197,Kenneth Nwuba,"Kenneth NwubaHuntington Prep (Huntington, WV)",C,6-10 / 240,89,UCLA
198,Jermaine Couisnard,"Jermaine CouisnardMontverde Academy (East Chicago, IN)",CG,6-4 / 185,89,South Carolina
199,TJ Moss,"TJ MossFindlay Prep (Memphis, TN)",SG,6-4 / 180,89,South Carolina
200,Erik Stevenson,"Erik StevensonTimberline (Lacey, WA)",SG,6-4 / 180,89,Wichita State
201,Dontarius James,"Dontarius JamesAndrew Jackson (Kershaw, SC)",PF,6-7 / 215,89,Xavier
202,Amadou Sow,"Amadou SowProlific Prep (Napa, CA)",PF,6-9 / 225,89,UC Santa Barbara
203,Emmanuel Dowuona,"Emmanuel DowuonaWestwood Christian School (Miami, FL)",C,6-11 / 220,89,Purdue
204,Bryan Penn-Johnson,"Bryan Penn-JohnsonWasatch Academy (Mount Pleasant, UT)",C,7-0 / 215,89,Washington
205,Mason Forbes,"Mason ForbesFolsom (Folsom, CA)",PF,6-8 / 205,89,Harvard
206,Isaiah Joe,"Isaiah JoeNorthside (Fort Smith, AR)",SG,6-2 / 160,89,Arkansas
207,Flynn Cameron,"Flynn CameronHillcrest Christian College (New Zealand, NEW )",PG,6-3 / 180,89,DePaul
208,Shaun Williams,"Shaun WilliamsHazelwood Central (Florissant, MO)",PG,6-1 / 170,89,Kansas State
209,Riley Battin,"Riley BattinOak Park (Oak Park, CA)",C,6-9 / 220,89,Utah
210,Torrence Watson,"Torrence WatsonWhitfield School (Saint Louis, MO)",SG,6-5 / 175,89,Missouri
211,Adrien Nunez,"Adrien NunezSt. Thomas More (Brooklyn, NY)",SG,6-5 / 175,89,Michigan
212,KJ Buffen,"KJ BuffenGainesville (Gainesville, GA)",SF,6-7 / 205,89,Ole Miss
213,Kevin Zhang,"Kevin ZhangMontverde Academy (Montverde, FL)",PF,6-8 / 205,89,Tulane
214,Alan Griffin,"Alan GriffinArchbishop Stepinac (White Plains, NY)",SG,6-5 / 180,89,Illinois
215,Josh Roberts,"Josh RobertsMontverde Academy (Troy, AL)",PF,6-8 / 200,89,St. John's
216,Thomas Kithier,"Thomas KithierDakota (Macomb, MI)",PF,6-8 / 225,89,Michigan State
217,Kessler Edwards,"Kessler EdwardsEtiwanda (Rancho Cucamonga, CA)",SF,6-7 / 185,89,Pepperdine
218,Bryce Golden,"Bryce GoldenSt. James School (Sharpsburg, MD)",PF,6-9 / 220,89,Butler
219,Zac Watson,"Zac WatsonLiberty (Frisco, TX)",SF,6-6 / 124,89,N/A
220,Berrick JeanLouis,"Berrick JeanLouisLehigh Senior (Lehigh Acres, FL)",SF,6-5 / 185,89,New Mexico State
221,Xavier Johnson,"Xavier JohnsonBishop O'Connell (Arlington, VA)",CG,6-3 / 170,89,Pittsburgh
222,Malik Riddle,"Malik RiddleRossville Christian Academy (Rossville, TN)",SG,6-4 / 175,89,N/A
223,CJ Fredrick,"CJ FredrickCovington Catholic (Alexandria, KY)",SG,6-4 / 165,89,Iowa
224,Ronaldo Segu,"Ronaldo SeguOrlando Christian Prep (Orlando, FL)",PG,6-0 / 165,88,Buffalo
225,Desi Sills,"Desi SillsJonesboro (Jonesboro, AR)",PG,6-2 / 180,88,Arkansas
226,Drue Drinnon,"Drue DrinnonUniversity School (Fort Lauderdale, FL)",PG,6-0 / 165,88,New Mexico
227,Mac McClung,"Mac McClungGate City (Gate City, VA)",CG,6-2 / 175,88,Georgetown
228,Isaac Likekele,"Isaac LikekeleMansfield Timberview (Mansfield, TX)",PG,6-4 / 205,88,Oklahoma State
229,Jay Nagle,"Jay NagleWill C. Wood (Vacaville, CA)",SF,6-6 / 190,88,UC Santa Barbara
230,Diante Wood,"Diante WoodSacred Heart Catholic School (Anniston, AL)",SG,6-4 / 175,88,Alabama
231,Brendan Adams,"Brendan AdamsCalvert Hall College (Hanover, MD)",PG,6-4 / 180,88,Connecticut
232,Xavier Pinson,"Xavier PinsonSimeon (Chicago, IL)",PG,6-2 / 170,88,Missouri
233,Xavier Castaneda,"Xavier CastanedaWhitney Young (Chicago, IL)",PG,6-0 / 185,88,USF
234,Wynston Tabbs,"Wynston TabbsSt Mary's Ryken (Leonardtown, MD)",CG,6-2 / 190,88,Boston College
235,Flo Thamba,"Flo ThambaMountain Mission School (Grundy, VA)",C,6-9 / 224,88,Baylor
236,Nate Roberts,"Nate RobertsBrewster Academy (Bel Air, MD)",C,6-11.5 / 220,88,Washington
237,George Maslennikov,"George MaslennikovHoly Spirit Preparatory School (Atlanta, GA)",PF,6-9 / 220,88,DePaul
238,Kaison Hammonds,"Kaison HammondsThunderRidge (Littleton, CO)",SG,6-4 / 170,88,San Jose State
239,Hunter Erickson,"Hunter EricksonTimpview (Provo, UT)",SG,6-3 / 180,88,Brigham Young
240,Jon Kabongo,"Jon KabongoHuntington Prep (Huntington, WV)",PG,6-3 / 160,88,Virginia Tech
241,Teddy Ochieng,"Teddy OchiengCantwell Sacred Heart Of Mary (Montebello, CA)",PF,6-8 / 180,88,Cal State Northridge
242,Andre Kelly,"Andre KellyLincoln (Stockton, CA)",PF,6-7 / 235,88,California
243,Grayson Carter,"Grayson CarterBishop Dunne (Dallas, TX)",PF,6-8 / 200,88,Georgetown
244,Adam Thistlewood,"Adam ThistlewoodGolden (Golden, CO)",SF,6-7 / 180,88,Colorado State
245,Russell Barlow,"Russell BarlowBerkner (Richardson, TX)",C,6-9 / 215,88,TCU
246,Ryan Boyce,"Ryan BoyceEast (Germantown, TN)",SG,6-5 / 180,88,Memphis
247,Keonte Kennedy,"Keonte KennedyWestlake (Austin, TX)",SG,6-4 / 175,88,Xavier
